Gene	Year	Citekey	Entity	Tier
NFKBIE	2020	pararajalingamCodingNoncodingDrivers2020	MCL	1
NFKBIE	2016	morinGeneticLandscapesRelapsed2016	DLBCL	1
ZNF608	2013	zhangGeneticHeterogeneityDiffuse2013	DLBCL	1
CD58	2011	morinFrequentMutationHistonemodifying2011	DLBCL	1
CYP2A6	2023	russler-germainMutationsAssociatedProgression2023a	DLBCL	
ZCCHC7	2018	arthurGenomewideDiscoverySomatic2018	DLBCL	2
MAP3K6	2012	loveGeneticLandscapeMutations2012	BL	2
JAK3	2013	zhangGeneticHeterogeneityDiffuse2013	DLBCL	2
CPXM2	2012	schmitzBurkittLymphomaPathogenesis2012	BL	2
PLCG2	2019	paneaWholeGenomeLandscape2019	BL	2
SOCS1	2011	morinFrequentMutationHistonemodifying2011	DLBCL	1
SHANK1	2012	loveGeneticLandscapeMutations2012	BL	2
TIPARP	2017	reddyGeneticFunctionalDrivers2017	DLBCL	2
TBC1D4	2018	arthurGenomewideDiscoverySomatic2018	DLBCL	2
FUBP1	2017	reddyGeneticFunctionalDrivers2017	DLBCL	2
FAT4	2014	zhangGenomicLandscapeMantle2014	MCL	2
FAT4	2013	morinMutationalStructuralAnalysis2013	DLBCL	2
NSD2	2013	beaLandscapeSomaticMutations2013	MCL	1
CD83	2023	russler-germainMutationsAssociatedProgression2023a	DLBCL	1
CD83	2019	paneaWholeGenomeLandscape2019	BL	2
DUSP2	2013	morinMutationalStructuralAnalysis2013	DLBCL	1
HDAC7	2013	morinMutationalStructuralAnalysis2013	DLBCL	2
RPL10	2012	schmitzBurkittLymphomaPathogenesis2012	BL	2
S1PR1	2020	pararajalingamCodingNoncodingDrivers2020	MCL	1
COL11A1	2014	zhangGenomicLandscapeMantle2014	MCL	2
EIF4A1	2019	paneaWholeGenomeLandscape2019	BL	1
KCMF1	2017	reddyGeneticFunctionalDrivers2017	DLBCL	2
HIST1H3D	2019	paneaWholeGenomeLandscape2019	BL	2
BCL10	2023	russler-germainMutationsAssociatedProgression2023a	DLBCL	1
ENTPD3	2012	loveGeneticLandscapeMutations2012	BL	2
PTPN6	2017	reddyGeneticFunctionalDrivers2017	DLBCL	2
BCOR	2020	nadeuGenomicEpigenomicInsights2020a	MCL	1
BTG2	2012	loveGeneticLandscapeMutations2012	BL	2
BTG2	2011	morinFrequentMutationHistonemodifying2011	DLBCL	1
BRINP3	2017	reddyGeneticFunctionalDrivers2017	DLBCL	2
MME	2019	paneaWholeGenomeLandscape2019	BL	2
TNFAIP3	2009	compagnoMutationsMultipleGenes2009a	DLBCL	1
DNM2	2021	hubschmannMutationalMechanismsShaping2021b	DLBCL	2
INO80	2013	zhangGeneticHeterogeneityDiffuse2013	DLBCL	2
CARD11	2016	wuGeneticHeterogeneityPrimary2016	MCL	1
CARD11	2011	morinFrequentMutationHistonemodifying2011	DLBCL	1
HEPH	2014	zhangGenomicLandscapeMantle2014	MCL	2
TIGD6	2012	loveGeneticLandscapeMutations2012	BL	2
MEF2B	2011	morinFrequentMutationHistonemodifying2011	DLBCL	1
MEF2B	2013	beaLandscapeSomaticMutations2013	MCL	1
ZNF423	2018	chapuyMolecularSubtypesDiffuse2018b	DLBCL	2
OSBPL10	2018	arthurGenomewideDiscoverySomatic2018	DLBCL	1
HRAS	2017	reddyGeneticFunctionalDrivers2017	DLBCL	2
RB1	2014	zhangGenomicLandscapeMantle2014	MCL	1
RB1	2013	morinMutationalStructuralAnalysis2013	DLBCL	1
POU2F2	2013	zhangGeneticHeterogeneityDiffuse2013	DLBCL	1
UBE2A	2017	reddyGeneticFunctionalDrivers2017	DLBCL	1
GABRA2	2018	chapuyMolecularSubtypesDiffuse2018b	DLBCL	2
ANKRD12	2021	hubschmannMutationalMechanismsShaping2021b	DLBCL	2
MTOR	2013	zhangGeneticHeterogeneityDiffuse2013	DLBCL	1
MTOR	2019	paneaWholeGenomeLandscape2019	BL	2
ACTG1	2021	hubschmannMutationalMechanismsShaping2021b	DLBCL	1
SI	2014	zhangGenomicLandscapeMantle2014	MCL	2
ATP2C2	2012	loveGeneticLandscapeMutations2012	BL	2
CCDC42BPB	2021	hubschmannMutationalMechanismsShaping2021b	DLBCL	
TBC1D9B	2012	loveGeneticLandscapeMutations2012	BL	2
RAC2	2019	paneaWholeGenomeLandscape2019	BL	2
RAC2	2021	hubschmannMutationalMechanismsShaping2021b	DLBCL	2
CD36	2011	pasqualucciAnalysisCodingGenome2011	DLBCL	1
ABL2	2023	russler-germainMutationsAssociatedProgression2023a	DLBCL	
WHAMM	2012	schmitzBurkittLymphomaPathogenesis2012	BL	2
JAK1	2013	zhangGeneticHeterogeneityDiffuse2013	DLBCL	2
STAT6	2016	morinGeneticLandscapesRelapsed2016	DLBCL	1
RARA	2017	reddyGeneticFunctionalDrivers2017	DLBCL	2
CPNE8	2021	hubschmannMutationalMechanismsShaping2021b	DLBCL	
KIR3DL1	2023	russler-germainMutationsAssociatedProgression2023a	DLBCL	
HIST1H3J	2019	paneaWholeGenomeLandscape2019	BL	2
PCDHA11	2019	paneaWholeGenomeLandscape2019	BL	2
MPEG1	2013	morinMutationalStructuralAnalysis2013	DLBCL	1
FZD3	2019	paneaWholeGenomeLandscape2019	BL	2
JUNB	2017	reddyGeneticFunctionalDrivers2017	DLBCL	1
CD79B	2011	morinFrequentMutationHistonemodifying2011	DLBCL	1
TFAP4	2019	grandeGenomewideDiscoverySomatic2019	BL	1
HIST1H1B	2018	chapuyMolecularSubtypesDiffuse2018b	DLBCL	1
SLC34A2	2021	hubschmannMutationalMechanismsShaping2021b	DLBCL	2
MYOM2	2011	pasqualucciAnalysisCodingGenome2011	DLBCL	1
STAT3	2014	ohgamiSTAT3MutationsAre2014	DLBCL	1
PRPS1	2018	chapuyMolecularSubtypesDiffuse2018b	DLBCL	2
FAM38B	2013	morinMutationalStructuralAnalysis2013	DLBCL	2
MAGT1	2017	reddyGeneticFunctionalDrivers2017	DLBCL	2
ICK	2012	loveGeneticLandscapeMutations2012	BL	2
SETD1B	2017	reddyGeneticFunctionalDrivers2017	DLBCL	1
PRKCB	2013	morinMutationalStructuralAnalysis2013	DLBCL	2
XIRP2	2023	russler-germainMutationsAssociatedProgression2023a	DLBCL	
NFKBIA	2023	russler-germainMutationsAssociatedProgression2023a	DLBCL	1
TPP1	2021	hubschmannMutationalMechanismsShaping2021b	DLBCL	
KMT2D	2013	beaLandscapeSomaticMutations2013	MCL	1
KMT2D	2011	morinFrequentMutationHistonemodifying2011	DLBCL	1
KMT2D	2019	grandeGenomewideDiscoverySomatic2019	BL	1
GRIN2A	2014	zhangGenomicLandscapeMantle2014	MCL	2
PTEN	2012	loveGeneticLandscapeMutations2012	BL	1
YY1AP1	2012	schmitzBurkittLymphomaPathogenesis2012	BL	2
CCNF	2015	abateDistinctViralMutational2015a	BL	2
EPPK1	2019	paneaWholeGenomeLandscape2019	BL	1
GGTLA4	2012	loveGeneticLandscapeMutations2012	BL	2
BCL7A	2019	grandeGenomewideDiscoverySomatic2019	BL	2
BCL7A	2018	arthurGenomewideDiscoverySomatic2018	DLBCL	1
ARID1B	2017	reddyGeneticFunctionalDrivers2017	DLBCL	2
PTPRN	2012	loveGeneticLandscapeMutations2012	BL	2
PCLO	2012	lohrDiscoveryPrioritizationSomatic2012a	DLBCL	2
IL6	2018	chapuyMolecularSubtypesDiffuse2018b	DLBCL	2
DICER1	2017	reddyGeneticFunctionalDrivers2017	DLBCL	2
ANKRD17	2017	reddyGeneticFunctionalDrivers2017	DLBCL	2
TRAF6	2021	hubschmannMutationalMechanismsShaping2021b	DLBCL	2
SF3B1	2012	loveGeneticLandscapeMutations2012	BL	2
RNF144B	2019	paneaWholeGenomeLandscape2019	BL	2
ADAMTS1	2021	hubschmannMutationalMechanismsShaping2021b	DLBCL	2
SYNCRIP	2019	paneaWholeGenomeLandscape2019	BL	2
SMEK1	2018	chapuyMolecularSubtypesDiffuse2018b	DLBCL	2
CCL4	2018	chapuyMolecularSubtypesDiffuse2018b	DLBCL	2
FUT5	2018	chapuyMolecularSubtypesDiffuse2018b	DLBCL	2
FAM129B	2012	loveGeneticLandscapeMutations2012	BL	2
CAD	2012	loveGeneticLandscapeMutations2012	BL	2
NLRP5	2013	morinMutationalStructuralAnalysis2013	DLBCL	2
DDX10	2017	reddyGeneticFunctionalDrivers2017	DLBCL	2
ID3	2012	loveGeneticLandscapeMutations2012	BL	1
ID3	2023	russler-germainMutationsAssociatedProgression2023a	DLBCL	2
ITPKB	2018	schmitzGeneticsPathogenesisDiffuse2018a	DLBCL	1
B2M	2020	pararajalingamCodingNoncodingDrivers2020	MCL	2
B2M	2011	morinFrequentMutationHistonemodifying2011	DLBCL	1
IKBKB	2017	reddyGeneticFunctionalDrivers2017	DLBCL	2
IFNGR1	2013	morinMutationalStructuralAnalysis2013	DLBCL	2
PAX5	2001	pasqualucciHypermutationMultipleProtooncogenes2001a	DLBCL	2
FAS	2007	schollMutationsRegionFAS2007	DLBCL	1
IKBKE	2021	hubschmannMutationalMechanismsShaping2021b	DLBCL	2
MYB	2017	reddyGeneticFunctionalDrivers2017	DLBCL	2
PTPN23	2013	morinMutationalStructuralAnalysis2013	DLBCL	2
HIST1H1C	2019	paneaWholeGenomeLandscape2019	BL	2
HIST1H1C	2011	morinFrequentMutationHistonemodifying2011	DLBCL	1
UBR5	2020	pararajalingamCodingNoncodingDrivers2020	MCL	1
UBR5	2013	zhangGeneticHeterogeneityDiffuse2013	DLBCL	2
NLRP8	2018	chapuyMolecularSubtypesDiffuse2018b	DLBCL	2
KLHL21	2018	schmitzGeneticsPathogenesisDiffuse2018a	DLBCL	2
MALAT1	2018	arthurGenomewideDiscoverySomatic2018	DLBCL	2
PIM1	2012	schmitzBurkittLymphomaPathogenesis2012	BL	2
PIM1	2001	pasqualucciHypermutationMultipleProtooncogenes2001a	DLBCL	1
MAP4K4	2017	reddyGeneticFunctionalDrivers2017	DLBCL	2
SAL3	2012	schmitzBurkittLymphomaPathogenesis2012	BL	2
MET	2017	reddyGeneticFunctionalDrivers2017	DLBCL	2
LIN54	2017	reddyGeneticFunctionalDrivers2017	DLBCL	2
FLYWCH1	2012	schmitzBurkittLymphomaPathogenesis2012	BL	2
TBC1D26	2014	zhangGenomicLandscapeMantle2014	MCL	2
S1PR2	2018	chapuyMolecularSubtypesDiffuse2018b	BL	2
S1PR2	2011	morinFrequentMutationHistonemodifying2011	DLBCL	1
ADNP	2012	schmitzBurkittLymphomaPathogenesis2012	BL	2
DHDH	2014	zhangGenomicLandscapeMantle2014	MCL	2
EIF2C4	2012	loveGeneticLandscapeMutations2012	BL	2
RRAGC	2016	okosunRecurrentMTORC1activatingRRAGC2016a	DLBCL	1
PHF6	2017	reddyGeneticFunctionalDrivers2017	DLBCL	2
ZNF217	2021	hubschmannMutationalMechanismsShaping2021b	DLBCL	2
SYK	2017	reddyGeneticFunctionalDrivers2017	DLBCL	2
TRAF3	2011	pasqualucciAnalysisCodingGenome2011	DLBCL	2
ARID1A	2013	zhangGeneticHeterogeneityDiffuse2013	DLBCL	1
ARID1A	2012	loveGeneticLandscapeMutations2012	BL	1
NOTCH1	2011	pasqualucciAnalysisCodingGenome2011	DLBCL	1
NOTCH1	2013	beaLandscapeSomaticMutations2013	MCL	1
NOTCH1	2012	loveGeneticLandscapeMutations2012	BL	2
MEF2C	2018	arthurGenomewideDiscoverySomatic2018	DLBCL	1
JUP	2021	hubschmannMutationalMechanismsShaping2021b	DLBCL	
DTX1	2019	paneaWholeGenomeLandscape2019	BL	2
DTX1	2018	schmitzGeneticsPathogenesisDiffuse2018a	DLBCL	1
ZFX	2017	reddyGeneticFunctionalDrivers2017	DLBCL	2
MSH6	2017	reddyGeneticFunctionalDrivers2017	DLBCL	2
PTPRK	2017	reddyGeneticFunctionalDrivers2017	DLBCL	2
DLGAP1	2012	loveGeneticLandscapeMutations2012	BL	2
NRXN2	2012	loveGeneticLandscapeMutations2012	BL	2
CDH17	2012	loveGeneticLandscapeMutations2012	BL	2
SP140	2020	pararajalingamCodingNoncodingDrivers2020	MCL	1
E2F2	2012	schmitzBurkittLymphomaPathogenesis2012	BL	2
ARID5B	2017	reddyGeneticFunctionalDrivers2017	DLBCL	2
HLA-DQA1	2021	hubschmannMutationalMechanismsShaping2021b	DLBCL	1
BCL6	2012	loveGeneticLandscapeMutations2012	BL	2
BCL6	2011	morinFrequentMutationHistonemodifying2011	DLBCL	1
ATP6V1A	2021	hubschmannMutationalMechanismsShaping2021b	DLBCL	
PIK3R1	2019	paneaWholeGenomeLandscape2019	BL	2
PIK3R1	2013	zhangGeneticHeterogeneityDiffuse2013	DLBCL	2
MARK1	2017	reddyGeneticFunctionalDrivers2017	DLBCL	2
ABI3BP	2013	morinMutationalStructuralAnalysis2013	DLBCL	2
PKD1	2013	morinMutationalStructuralAnalysis2013	DLBCL	2
ANK2	2014	zhangGenomicLandscapeMantle2014	MCL	2
FGFR3	2012	loveGeneticLandscapeMutations2012	BL	2
COL16A1	2014	zhangGenomicLandscapeMantle2014	MCL	2
COL4A2	2012	loveGeneticLandscapeMutations2012	BL	2
ZC3H12A	2018	arthurGenomewideDiscoverySomatic2018	DLBCL	1
SETD5	2017	reddyGeneticFunctionalDrivers2017	DLBCL	2
LPP	2018	arthurGenomewideDiscoverySomatic2018	DLBCL	2
ERAP1	2012	schmitzBurkittLymphomaPathogenesis2012	BL	2
ESX1	2014	zhangGenomicLandscapeMantle2014	MCL	2
CCT6B	2012	loveGeneticLandscapeMutations2012	BL	2
SP3	2019	paneaWholeGenomeLandscape2019	BL	2
ROBO2	2014	zhangGenomicLandscapeMantle2014	MCL	2
EWSR1	2020	pararajalingamCodingNoncodingDrivers2020	MCL	1
SRRM2	2023	russler-germainMutationsAssociatedProgression2023a	DLBCL	2
PIK3CD	2017	reddyGeneticFunctionalDrivers2017	DLBCL	2
SALL3	2012	loveGeneticLandscapeMutations2012	BL	2
SALL3	2014	zhangGenomicLandscapeMantle2014	MCL	2
CXCR5	2018	schmitzGeneticsPathogenesisDiffuse2018a	DLBCL	1
RHOA	2001	pasqualucciHypermutationMultipleProtooncogenes2001a	DLBCL	1
EEF1A1	2021	hubschmannMutationalMechanismsShaping2021b	DLBCL	1
CXCR4	2019	paneaWholeGenomeLandscape2019	BL	2
CXCR4	2012	khodabakhshiRecurrentTargetsAberrant2012	DLBCL	1
RFTN1	2018	arthurGenomewideDiscoverySomatic2018	DLBCL	2
TLR2	2013	beaLandscapeSomaticMutations2013	MCL	1
TLR2	2018	chapuyMolecularSubtypesDiffuse2018b	DLBCL	2
MYH10	2012	loveGeneticLandscapeMutations2012	BL	2
DNMT1	2019	paneaWholeGenomeLandscape2019	BL	2
EML2	2012	loveGeneticLandscapeMutations2012	BL	2
CREBBP	2012	loveGeneticLandscapeMutations2012	BL	2
CREBBP	2011	pasqualucciInactivatingMutationsAcetyltransferase2011a	DLBCL	1
EBF1	2013	bohleRoleEarlyBcell2013	DLBCL	1
NFKB2	2017	reddyGeneticFunctionalDrivers2017	DLBCL	2
NAV1	2018	chapuyMolecularSubtypesDiffuse2018b	DLBCL	2
GBP7	2023	russler-germainMutationsAssociatedProgression2023a	DLBCL	
SAPS2	2012	loveGeneticLandscapeMutations2012	BL	2
AICDA	2018	arthurGenomewideDiscoverySomatic2018	DLBCL	2
TMSB4X	2017	albuquerqueEnhancingKnowledgeDiscovery2017a	DLBCL	1
PNPO	2021	hubschmannMutationalMechanismsShaping2021b	DLBCL	2
BTG1	2012	schmitzBurkittLymphomaPathogenesis2012	BL	2
BTG1	2011	morinFrequentMutationHistonemodifying2011	DLBCL	1
DNMT3A	2017	reddyGeneticFunctionalDrivers2017	DLBCL	2
DNAH5	2013	morinMutationalStructuralAnalysis2013	DLBCL	2
PPP6R2	2012	schmitzBurkittLymphomaPathogenesis2012	BL	2
C6orf27	2012	loveGeneticLandscapeMutations2012	BL	2
LRP12	2021	hubschmannMutationalMechanismsShaping2021b	DLBCL	2
ARHGEF1	2018	chapuyMolecularSubtypesDiffuse2018b	BL	2
EDNRB	2012	schmitzBurkittLymphomaPathogenesis2012	BL	2
KIFC3	2012	loveGeneticLandscapeMutations2012	BL	2
FOXP1	2017	reddyGeneticFunctionalDrivers2017	DLBCL	2
BIRC3	2018	arthurGenomewideDiscoverySomatic2018	DLBCL	2
BIRC3	2013	beaLandscapeSomaticMutations2013	MCL	1
WNK2	2019	paneaWholeGenomeLandscape2019	BL	2
SIAH2	2021	hubschmannMutationalMechanismsShaping2021b	DLBCL	2
HIST1H2AC	2013	morinMutationalStructuralAnalysis2013	DLBCL	1
ZFAT	2017	reddyGeneticFunctionalDrivers2017	DLBCL	2
IGLL5	2023	russler-germainMutationsAssociatedProgression2023a	DLBCL	2
P2RX5	2013	morinMutationalStructuralAnalysis2013	DLBCL	2
EPHB2	2012	loveGeneticLandscapeMutations2012	BL	2
RANBP6	2012	loveGeneticLandscapeMutations2012	BL	2
HLA-DQB1	2012	schmitzBurkittLymphomaPathogenesis2012	BL	2
P2RY8	2018	chapuyMolecularSubtypesDiffuse2018b	BL	1
P2RY8	2012	lohrDiscoveryPrioritizationSomatic2012a	DLBCL	1
NANOG	2018	chapuyMolecularSubtypesDiffuse2018b	DLBCL	2
PRDM1	2013	morinMutationalStructuralAnalysis2013	DLBCL	1
GRM6	2023	russler-germainMutationsAssociatedProgression2023a	DLBCL	
PDCD11	2012	schmitzBurkittLymphomaPathogenesis2012	BL	2
PASK	2013	morinMutationalStructuralAnalysis2013	DLBCL	2
CDC73	2012	loveGeneticLandscapeMutations2012	BL	2
CDC73	2017	reddyGeneticFunctionalDrivers2017	DLBCL	2
TP53	2020	pararajalingamCodingNoncodingDrivers2020	MCL	1
TP53	2011	morinFrequentMutationHistonemodifying2011	DLBCL	1
POT1	2014	zhangGenomicLandscapeMantle2014	MCL	1
ZNF296	2014	zhangGenomicLandscapeMantle2014	MCL	2
IER2	2013	morinMutationalStructuralAnalysis2013	DLBCL	2
CCND3	2011	morinFrequentMutationHistonemodifying2011	DLBCL	1
CCND3	2012	schmitzBurkittLymphomaPathogenesis2012	BL	1
PC	2012	loveGeneticLandscapeMutations2012	BL	2
CILP	2023	russler-germainMutationsAssociatedProgression2023a	DLBCL	
ZEB2	2013	zhangGeneticHeterogeneityDiffuse2013	DLBCL	2
SARM1	2013	morinMutationalStructuralAnalysis2013	DLBCL	2
MYBPC2	2018	schmitzGeneticsPathogenesisDiffuse2018a	DLBCL	2
REV3L	2012	schmitzBurkittLymphomaPathogenesis2012	BL	2
HIST1H2BK	2019	paneaWholeGenomeLandscape2019	BL	2
OR8H2	2023	russler-germainMutationsAssociatedProgression2023a	DLBCL	
PCDHB11	2013	morinMutationalStructuralAnalysis2013	DLBCL	2
SLC29A2	2012	loveGeneticLandscapeMutations2012	BL	2
CIITA	2011	morinFrequentMutationHistonemodifying2011	DLBCL	1
GSG2	2018	schmitzGeneticsPathogenesisDiffuse2018a	DLBCL	2
PRSS22	2012	loveGeneticLandscapeMutations2012	BL	2
CARD4	2012	loveGeneticLandscapeMutations2012	BL	2
ZNF229	2012	loveGeneticLandscapeMutations2012	BL	2
CD79A	2012	schmitzBurkittLymphomaPathogenesis2012	BL	2
CD22	2017	reddyGeneticFunctionalDrivers2017	DLBCL	2
ZAN	2012	schmitzBurkittLymphomaPathogenesis2012	BL	2
HIST1H2BM	2023	russler-germainMutationsAssociatedProgression2023a	DLBCL	
ADAMTS5	2012	schmitzBurkittLymphomaPathogenesis2012	BL	2
TERT	2020	nadeuGenomicEpigenomicInsights2020a	MCL	1
BIRC6	2017	reddyGeneticFunctionalDrivers2017	DLBCL	1
CNTNAP5	2013	morinMutationalStructuralAnalysis2013	DLBCL	2
MPDZ	2013	morinMutationalStructuralAnalysis2013	DLBCL	2
TAF1	2013	morinMutationalStructuralAnalysis2013	DLBCL	1
STAB2	2023	russler-germainMutationsAssociatedProgression2023a	DLBCL	
NCOR2	2012	schmitzBurkittLymphomaPathogenesis2012	BL	2
TCL1A	2019	grandeGenomewideDiscoverySomatic2019	BL	1
MAGEC1	2023	russler-germainMutationsAssociatedProgression2023a	DLBCL	
PABPC4L	2019	paneaWholeGenomeLandscape2019	BL	2
PDE4DIP	2018	chapuyMolecularSubtypesDiffuse2018b	DLBCL	2
MIR142	2012	kwanhianMicroRNA142Mutated202012b	DLBCL	2
MIR142	2019	grandeGenomewideDiscoverySomatic2019	BL	2
RUNX1	2017	reddyGeneticFunctionalDrivers2017	DLBCL	2
ALPK2	2019	paneaWholeGenomeLandscape2019	BL	2
PXDNL	2019	paneaWholeGenomeLandscape2019	BL	2
PRKDC	2018	schmitzGeneticsPathogenesisDiffuse2018a	DLBCL	1
GTSE1	2012	schmitzBurkittLymphomaPathogenesis2012	BL	2
AGO4	2012	schmitzBurkittLymphomaPathogenesis2012	BL	2
CHST2	2017	reddyGeneticFunctionalDrivers2017	DLBCL	2
MYCBP2	2021	hubschmannMutationalMechanismsShaping2021b	DLBCL	
FOXO1	2012	schmitzBurkittLymphomaPathogenesis2012	BL	1
FOXO1	2011	morinFrequentMutationHistonemodifying2011	DLBCL	1
WEE1	2018	schmitzGeneticsPathogenesisDiffuse2018a	DLBCL	1
NF1	2017	reddyGeneticFunctionalDrivers2017	DLBCL	2
SMARCA4	2020	nadeuGenomicEpigenomicInsights2020a	MCL	1
SMARCA4	2023	russler-germainMutationsAssociatedProgression2023a	DLBCL	1
SMARCA4	2012	loveGeneticLandscapeMutations2012	BL	1
SYNGAP1	2012	loveGeneticLandscapeMutations2012	BL	2
DHX15	2021	hubschmannMutationalMechanismsShaping2021b	DLBCL	
DLC1	2014	zhangGenomicLandscapeMantle2014	MCL	2
TOX	2017	reddyGeneticFunctionalDrivers2017	DLBCL	1
SBF1	2012	loveGeneticLandscapeMutations2012	BL	2
ODZ3	2013	morinMutationalStructuralAnalysis2013	DLBCL	2
NOTCH2	2008	troenNOTCH2MutationsMarginal2008	DLBCL	1
NOTCH2	2013	beaLandscapeSomaticMutations2013	MCL	1
SMARCB1	2020	nadeuGenomicEpigenomicInsights2020a	MCL	2
ITPR3	2012	loveGeneticLandscapeMutations2012	BL	2
GRHPR	2018	arthurGenomewideDiscoverySomatic2018	DLBCL	1
PDZRN3	2019	paneaWholeGenomeLandscape2019	BL	2
MYD88	2011	ngoOncogenicallyActiveMYD882011a	DLBCL	1
NEAT1	2018	arthurGenomewideDiscoverySomatic2018	DLBCL	2
CD70	2023	russler-germainMutationsAssociatedProgression2023a	DLBCL	1
ETV6	2018	arthurGenomewideDiscoverySomatic2018	DLBCL	1
PZP	2023	russler-germainMutationsAssociatedProgression2023a	DLBCL	
ST6GAL1	2018	arthurGenomewideDiscoverySomatic2018	DLBCL	2
GNA13	2012	loveGeneticLandscapeMutations2012	BL	1
GNA13	2011	morinFrequentMutationHistonemodifying2011	DLBCL	1
TNFRSF14	2010	cheungAcquiredTNFRSF14Mutations2010a	DLBCL	1
YY1	2017	reddyGeneticFunctionalDrivers2017	DLBCL	2
HIST1H3I	2023	russler-germainMutationsAssociatedProgression2023a	DLBCL	
HIST1H3I	2019	paneaWholeGenomeLandscape2019	BL	2
NIN	2014	zhangGenomicLandscapeMantle2014	MCL	2
CNOT2	2021	hubschmannMutationalMechanismsShaping2021b	DLBCL	2
GNAS	2017	reddyGeneticFunctionalDrivers2017	DLBCL	2
ATM	2017	reddyGeneticFunctionalDrivers2017	DLBCL	1
ATM	2013	beaLandscapeSomaticMutations2013	MCL	1
EP300	2011	pasqualucciInactivatingMutationsAcetyltransferase2011a	DLBCL	1
DOCK1	2018	chapuyMolecularSubtypesDiffuse2018b	DLBCL	2
CTNNA2	2014	zhangGenomicLandscapeMantle2014	MCL	2
MS4A1	2020	rushtonGeneticEvolutionaryPatterns2020	DLBCL	1
BTBD3	2017	reddyGeneticFunctionalDrivers2017	DLBCL	2
TAP1	2018	schmitzGeneticsPathogenesisDiffuse2018a	DLBCL	2
FBXO11	2021	hubschmannMutationalMechanismsShaping2021b	DLBCL	1
KLF2	2011	pasqualucciAnalysisCodingGenome2011	DLBCL	1
WDR7	2019	paneaWholeGenomeLandscape2019	BL	2
KMT2C	2014	zhangGenomicLandscapeMantle2014	MCL	2
KMT2C	2013	zhangGeneticHeterogeneityDiffuse2013	DLBCL	1
IRF1	2021	hubschmannMutationalMechanismsShaping2021b	DLBCL	2
MYO18A	2012	schmitzBurkittLymphomaPathogenesis2012	BL	2
PCDHB2	2014	zhangGenomicLandscapeMantle2014	MCL	2
HIST2H2BE	2018	schmitzGeneticsPathogenesisDiffuse2018a	DLBCL	1
ATR	2017	reddyGeneticFunctionalDrivers2017	DLBCL	2
HNF1B	2011	pasqualucciAnalysisCodingGenome2011	DLBCL	2
HIST1H3B	2013	zhangGeneticHeterogeneityDiffuse2013	DLBCL	1
WAC	2017	reddyGeneticFunctionalDrivers2017	DLBCL	2
ZNF292	2013	zhangGeneticHeterogeneityDiffuse2013	DLBCL	1
SAMD9L	2013	morinMutationalStructuralAnalysis2013	DLBCL	2
EIF2AK4	2014	zhangGenomicLandscapeMantle2014	MCL	2
TET2	2017	albuquerqueEnhancingKnowledgeDiscovery2017a	DLBCL	1
TET2	2019	paneaWholeGenomeLandscape2019	BL	2
LAPTM5	2021	hubschmannMutationalMechanismsShaping2021b	DLBCL	2
FBXW7	2013	zhangGeneticHeterogeneityDiffuse2013	DLBCL	1
ACTB	2012	lohrDiscoveryPrioritizationSomatic2012a	DLBCL	1
XPO1	2016	mareschalWholeExomeSequencing2016	DLBCL	1
