Gene	citekey	Tier	QC	Novel
HIST1H2AC	morinMutationalStructuralAnalysis2013	1	NA	FALSE
PTPN6	reddyGeneticFunctionalDrivers2017	2	PASS	FALSE
BCL10	morinFrequentMutationHistonemodifying2011	1	NA	FALSE
CD83	morinMutationalStructuralAnalysis2013	1	NA	FALSE
PTEN	reddyGeneticFunctionalDrivers2017	1	NA	FALSE
EP300	pasqualucciInactivatingMutationsAcetyltransferase2011a	1	NA	FALSE
GRB2	pasqualucciAnalysisCodingGenome2011	1	NA	FALSE
NFKBIE	morinGeneticLandscapesRelapsed2016	1	NA	FALSE
HIST1H2BK	zhangGeneticHeterogeneityDiffuse2013	1	NA	FALSE
ZC3H12A	chapuyMolecularSubtypesDiffuse2018b	1	NA	TRUE
XPO1	mareschalWholeExomeSequencing2016	1	NA	FALSE
IRF8	morinFrequentMutationHistonemodifying2011	1	NA	FALSE
SPEN	albuquerqueEnhancingKnowledgeDiscovery2017a	1	NA	FALSE
CD274	morinFrequentMutationHistonemodifying2011	2	NA	FALSE
HIST1H1D	morinMutationalStructuralAnalysis2013	1	NA	FALSE
ZFP36L1	morinFrequentMutationHistonemodifying2011	1	NA	FALSE
RAD9A	chapuyMolecularSubtypesDiffuse2018b	3	FAIL	TRUE
DTX1	zhangGeneticHeterogeneityDiffuse2013	1	NA	FALSE
YY1	reddyGeneticFunctionalDrivers2017	2	PASS	FALSE
NAV1	chapuyMolecularSubtypesDiffuse2018b	2	NA	TRUE
CCL4	chapuyMolecularSubtypesDiffuse2018b	3	FAIL	TRUE
HIST1H2AM	chapuyMolecularSubtypesDiffuse2018b	1	NA	TRUE
LTB	chapuyMolecularSubtypesDiffuse2018b	1	NA	TRUE
SMEK1	zhangGeneticHeterogeneityDiffuse2013	2	NA	FALSE
NANOG	chapuyMolecularSubtypesDiffuse2018b	3	FAIL	TRUE
HLA-DMA	chapuyMolecularSubtypesDiffuse2018b	2	NA	TRUE
SIN3A	chapuyMolecularSubtypesDiffuse2018b	1	NA	TRUE
ETS1	morinFrequentMutationHistonemodifying2011	1	NA	FALSE
PRKCB	morinMutationalStructuralAnalysis2013	2	PASS	FALSE
PRPS1	chapuyMolecularSubtypesDiffuse2018b	2	PASS	TRUE
PDE4DIP	chapuyMolecularSubtypesDiffuse2018b	3	FAIL	TRUE
TLR2	chapuyMolecularSubtypesDiffuse2018b	2	PASS	TRUE
ZNF423	chapuyMolecularSubtypesDiffuse2018b	2	PASS	TRUE
SF3B1	reddyGeneticFunctionalDrivers2017	1	NA	FALSE
CIITA	morinFrequentMutationHistonemodifying2011	2	NA	FALSE
NLRP8	chapuyMolecularSubtypesDiffuse2018b	3	FAIL	TRUE
BCL11A	chapuyMolecularSubtypesDiffuse2018b	2	NA	TRUE
ZEB2	zhangGeneticHeterogeneityDiffuse2013	2	NA	FALSE
GNAI2	morinMutationalStructuralAnalysis2013	1	NA	FALSE
FUT5	chapuyMolecularSubtypesDiffuse2018b	3	FAIL	TRUE
HIST1H3B	lohrDiscoveryPrioritizationSomatic2012a	1	NA	FALSE
HIST2H2BE	schmitzGeneticsPathogenesisDiffuse2018a	1	NA	FALSE
COQ7	chapuyMolecularSubtypesDiffuse2018b	2	PASS	TRUE
IL6	chapuyMolecularSubtypesDiffuse2018b	2	PASS	TRUE
