Gene	Year	Citekey	Entity	Tier
ARHGEF15	2017	jalladesExomeSequencingIdentifies2017	MZL	2
ARHGEF17	2017	jalladesExomeSequencingIdentifies2017	MZL	2
ARID1A	2012	loveGeneticLandscapeMutations2012	BL	1
ARID1A	2012	rossiCodingGenomeSplenic2012	MZL	1
ARID1A	2019	wienandGenomicAnalysesFlowsorted2019	PMBL	1
ARID1A	2017	krysiakRecurrentSomaticMutations2017	FL	1
ARID1A	2013	zhangGeneticHeterogeneityDiffuse2013	DLBCL	1
ARID1B	2017	reddyGeneticFunctionalDrivers2017	DLBCL	3
ARID5B	2017	reddyGeneticFunctionalDrivers2017	DLBCL	2
ARID5B	2023	gomezUltraDeepSequencingReveals2023	PMBL	1
ARIH2	2015	reichelFlowSortingExome2015	PMBL	2
ASXL3	2017	albuquerqueEnhancingKnowledgeDiscovery2017	DLBCL	2
ATIC	2013	zhangGeneticHeterogeneityDiffuse2013	DLBCL	3
ATM	2012	braggioGenomicAnalysisMarginal2012	MZL	1
ATM	2013	beaLandscapeSomaticMutations2013	MCL	1
ATM	2017	reddyGeneticFunctionalDrivers2017	DLBCL	1
ATP10A	2013	zhangGeneticHeterogeneityDiffuse2013	DLBCL	3
ATP11C	2014	zhangGenomicLandscapeMantle2014	MCL	2
ATP1A2	2013	zhangGeneticHeterogeneityDiffuse2013	DLBCL	3
ATP2A3	2013	zhangGeneticHeterogeneityDiffuse2013	DLBCL	3
ATP2C2	2012	loveGeneticLandscapeMutations2012	BL	3
ATP6AP1	2015	greenMutationsEarlyFollicular2015	FL	1
ATP6V0A1	2020	fanComprehensiveCharacterizationDriver2020	DLBCL	3
ATP6V1A	2021	hubschmannMutationalMechanismsShaping2021	FL	2
ATP6V1B2	2015	greenMutationsEarlyFollicular2015	FL	1
ATR	2017	reddyGeneticFunctionalDrivers2017	DLBCL	2
AXDND1	2023	gomezUltraDeepSequencingReveals2023	PMBL	2
B2M	2020	pararajalingamCodingNoncodingDrivers2020	MCL	2
B2M	2015	reichelFlowSortingExome2015	PMBL	1
B2M	2011	morinFrequentMutationHistonemodifying2011	FL	1
B2M	2011	morinFrequentMutationHistonemodifying2011	DLBCL	1
B2M	2022	maSubtypespecificCooccurringGenetic2022	BL	2
B4GALNT2	2013	zhangGeneticHeterogeneityDiffuse2013	DLBCL	3
BACH2	2019	grandeGenomewideDiscoverySomatic2019	BL	1
BAI1	2015	novakWholeexomeAnalysisReveals2015	DLBCL	2
BAZ1A	2013	zhangGeneticHeterogeneityDiffuse2013	DLBCL	3
BCAT2	2013	zhangGeneticHeterogeneityDiffuse2013	DLBCL	3
BCL10	2011	morinFrequentMutationHistonemodifying2011	DLBCL	1
BCL10	2023	russler-germainMutationsAssociatedProgression2023	FL	1
BCL10	2016	spinaGeneticsNodalMarginal2016	MZL	1
BCL11A	2018	chapuyMolecularSubtypesDiffuse2018	DLBCL	2
BCL2	2022	burkhardtClinicalRelevanceMolecular2022	BL	2
BCL2	1992	tanakaFrequentIncidenceSomatic1992	DLBCL	1
BCL2	2011	morinFrequentMutationHistonemodifying2011	FL	1
BCL2	2021	sarkozyMutationalLandscapeGray2021	PMBL	2
BCL2L10	2011	pasqualucciAnalysisCodingGenome2011	DLBCL	2
BCL6	2011	morinFrequentMutationHistonemodifying2011	DLBCL	1
BCL6	2023	drevalGeneticSubdivisionsFollicular2023	FL	1
BCL6	2012	loveGeneticLandscapeMutations2012	BL	1
BCL7A	2019	grandeGenomewideDiscoverySomatic2019	BL	1
BCL7A	2011	morinFrequentMutationHistonemodifying2011	DLBCL	1
BCL7A	2017	krysiakRecurrentSomaticMutations2017	FL	1
BCL7A	2015	reichelFlowSortingExome2015	PMBL	2
BCOR	2017	jalladesExomeSequencingIdentifies2017	MZL	2
BCOR	2020	nadeuGenomicEpigenomicInsights2020b	MCL	2
BCR	2012	lohrDiscoveryPrioritizationSomatic2012	DLBCL	2
BIRC3	2021	dunsCharacterizationDLBCLPMBL2021	PMBL	2
BIRC3	2018	arthurGenomewideDiscoverySomatic2018	DLBCL	2
BIRC3	2013	beaLandscapeSomaticMutations2013	MCL	1
BIRC3	2011	rossiAlterationBIRC3Multiple2011	MZL	1
BIRC6	2017	reddyGeneticFunctionalDrivers2017	DLBCL	1
BIRC6	2021	sarkozyMutationalLandscapeGray2021	PMBL	1
BLM	2013	zhangGeneticHeterogeneityDiffuse2013	DLBCL	3
BMP7	2019	paneaWholeGenomeLandscape2019	BL	1
BMPR1A	2013	zhangGeneticHeterogeneityDiffuse2013	DLBCL	3
BRAF	2012	loveGeneticLandscapeMutations2012	BL	3
BRAF	2011	tiacciBRAFMutationsHairycell2011	DLBCL	1
BRCA1	2020	fanComprehensiveCharacterizationDriver2020	DLBCL	3
BRCA2	2013	zhangGeneticHeterogeneityDiffuse2013	DLBCL	3
BRD4	2012	loveGeneticLandscapeMutations2012	BL	3
BRD4	2013	zhangGeneticHeterogeneityDiffuse2013	DLBCL	3
BRINP3	2017	reddyGeneticFunctionalDrivers2017	DLBCL	2
BRSK1	2011	pasqualucciAnalysisCodingGenome2011	DLBCL	2
BSCL2	2013	zhangGeneticHeterogeneityDiffuse2013	DLBCL	3
BTAF1	2013	zhangGeneticHeterogeneityDiffuse2013	DLBCL	3
BTBD3	2013	zhangGeneticHeterogeneityDiffuse2013	DLBCL	2
BTG1	2023	drevalGeneticSubdivisionsFollicular2023	FL	2
BTG1	2011	morinFrequentMutationHistonemodifying2011	DLBCL	1
BTG1	2021	sarkozyMutationalLandscapeGray2021	PMBL	1
BTG1	2022	burkhardtClinicalRelevanceMolecular2022	BL	2
BTG2	2012	loveGeneticLandscapeMutations2012	BL	3
BTG2	2023	drevalGeneticSubdivisionsFollicular2023	FL	2
BTG2	2011	morinFrequentMutationHistonemodifying2011	DLBCL	1
BTK	2017	albuquerqueEnhancingKnowledgeDiscovery2017	DLBCL	1
BTK	2017	krysiakRecurrentSomaticMutations2017	FL	1
C12orf35	2011	pasqualucciAnalysisCodingGenome2011	DLBCL	2
C16orf48	2012	schmitzBurkittLymphomaPathogenesis2012	BL	2
C6orf103	2016	spinaGeneticsNodalMarginal2016	MZL	2
C6orf27	2012	loveGeneticLandscapeMutations2012	BL	3
C9	2013	zhangGeneticHeterogeneityDiffuse2013	DLBCL	3
CAD	2012	loveGeneticLandscapeMutations2012	BL	3
CAD	2013	zhangGeneticHeterogeneityDiffuse2013	DLBCL	3
CADPS2	2021	hubschmannMutationalMechanismsShaping2021	DLBCL	2
CAMTA1	2011	pasqualucciAnalysisCodingGenome2011	DLBCL	2
CAPN5	2013	zhangGeneticHeterogeneityDiffuse2013	DLBCL	3
CAPN7	2013	zhangGeneticHeterogeneityDiffuse2013	DLBCL	3
CARD11	2022	maSubtypespecificCooccurringGenetic2022	BL	2
CARD11	2008	lenzOncogenicCARD11Mutations2008	DLBCL	1
CARD11	2011	morinFrequentMutationHistonemodifying2011	FL	1
CARD11	2012	yanBCRTLRSignaling2012	MZL	1
CARD11	2016	wuGeneticHeterogeneityPrimary2016	MCL	1
CARD4	2012	loveGeneticLandscapeMutations2012	BL	2
CASP8	2017	reddyGeneticFunctionalDrivers2017	DLBCL	2
CBFA2T3	2013	parryWholeExomeSequencing2013	MZL	2
CBLB	2017	reddyGeneticFunctionalDrivers2017	DLBCL	3
CBX3	2020	fanComprehensiveCharacterizationDriver2020	DLBCL	3
CCDC132	2013	zhangGeneticHeterogeneityDiffuse2013	DLBCL	3
CCDC46	2013	zhangGeneticHeterogeneityDiffuse2013	DLBCL	3
CCDC97	2013	zhangGeneticHeterogeneityDiffuse2013	DLBCL	3
CCL4	2018	chapuyMolecularSubtypesDiffuse2018	DLBCL	3
CCND1	2013	beaLandscapeSomaticMutations2013	MCL	1
CCND3	2017	jalladesExomeSequencingIdentifies2017	MZL	1
CCND3	2011	morinFrequentMutationHistonemodifying2011	DLBCL	1
CCND3	2011	morinFrequentMutationHistonemodifying2011	FL	1
CCND3	2020	deschGenotypingCirculatingTumor2020	PMBL	2
CCND3	2012	richterRecurrentMutationID32012	BL	1
CCNF	2013	zhangGeneticHeterogeneityDiffuse2013	DLBCL	3
CCNF	2015	abateDistinctViralMutational2015	BL	2
CCT6B	2012	loveGeneticLandscapeMutations2012	BL	3
CD22	2017	reddyGeneticFunctionalDrivers2017	DLBCL	2
CD274	2011	morinFrequentMutationHistonemodifying2011	DLBCL	2
CD36	2011	pasqualucciAnalysisCodingGenome2011	DLBCL	2
CD44	2018	arthurGenomewideDiscoverySomatic2018	DLBCL	2
CD58	2015	schneiderAlterationsCD58Gene2015	PMBL	1
CD58	2011	morinFrequentMutationHistonemodifying2011	DLBCL	1
CD70	2023	russler-germainMutationsAssociatedProgression2023	FL	2
CD70	2011	morinFrequentMutationHistonemodifying2011	DLBCL	1
CD74	2018	arthurGenomewideDiscoverySomatic2018	DLBCL	2
CD79A	2022	burkhardtClinicalRelevanceMolecular2022	BL	2
CD79A	2012	rossiCodingGenomeSplenic2012	MZL	2
CD79B	2010	davisChronicActiveBcellreceptor2010	DLBCL	1
CD79B	2023	drevalGeneticSubdivisionsFollicular2023	FL	2
CD79B	2019	paneaWholeGenomeLandscape2019	BL	3
CD83	2019	paneaWholeGenomeLandscape2019	BL	2
CD83	2021	dunsCharacterizationDLBCLPMBL2021	PMBL	1
CD83	2023	russler-germainMutationsAssociatedProgression2023	FL	1
CD83	2013	morinMutationalStructuralAnalysis2013	DLBCL	1
CD9B	2017	vandenbrandRecurrentMutationsGenes2017	MZL	2
CDC123	2013	zhangGeneticHeterogeneityDiffuse2013	DLBCL	3
CDC27	2022	maSubtypespecificCooccurringGenetic2022	BL	2
CDC42BPB	2021	hubschmannMutationalMechanismsShaping2021	FL	2
CDC42BPB	2016	spinaGeneticsNodalMarginal2016	MZL	2
CDC73	2012	loveGeneticLandscapeMutations2012	BL	2
CDC73	2017	reddyGeneticFunctionalDrivers2017	DLBCL	3
CDH1	2020	fanComprehensiveCharacterizationDriver2020	DLBCL	3
CDH10	2013	zhangGeneticHeterogeneityDiffuse2013	DLBCL	3
CDH17	2012	loveGeneticLandscapeMutations2012	BL	3
CDH2	2020	deschGenotypingCirculatingTumor2020	PMBL	2
CDH5	2023	gomezUltraDeepSequencingReveals2023	PMBL	2
CDH7	2013	zhangGeneticHeterogeneityDiffuse2013	DLBCL	3
CDH8	2017	reddyGeneticFunctionalDrivers2017	DLBCL	3
CDH8	2014	zhangGenomicLandscapeMantle2014	MCL	2
CDH9	2013	morinMutationalStructuralAnalysis2013	DLBCL	2
CDK3	2013	zhangGeneticHeterogeneityDiffuse2013	DLBCL	3
CDKN1A	2020	fanComprehensiveCharacterizationDriver2020	DLBCL	3
CDKN2A	2013	morinMutationalStructuralAnalysis2013	DLBCL	1
CDKN2A	2016	spinaGeneticsNodalMarginal2016	MZL	2
CDKN2A	2019	grandeGenomewideDiscoverySomatic2019	BL	2
CDKN2C	2023	thomasGeneticSubgroupsInform2023	BL	2
CECR1	2013	zhangGeneticHeterogeneityDiffuse2013	DLBCL	3
CELSR2	2013	zhangGeneticHeterogeneityDiffuse2013	DLBCL	3
CEP164	2017	albuquerqueEnhancingKnowledgeDiscovery2017	DLBCL	2
CGN	2020	fanComprehensiveCharacterizationDriver2020	DLBCL	3
CHD1	2017	reddyGeneticFunctionalDrivers2017	DLBCL	3
CHD3	2013	zhangGeneticHeterogeneityDiffuse2013	DLBCL	3
CHD4	2022	burkhardtClinicalRelevanceMolecular2022	BL	2
CHD8	2019	grandeGenomewideDiscoverySomatic2019	BL	1
CHEK2	2020	fanComprehensiveCharacterizationDriver2020	DLBCL	3
CHMP4C	2013	beaLandscapeSomaticMutations2013	MCL	2
CHRM5	2013	zhangGeneticHeterogeneityDiffuse2013	DLBCL	3
CHST2	2017	reddyGeneticFunctionalDrivers2017	DLBCL	3
CIC	2013	zhangGeneticHeterogeneityDiffuse2013	DLBCL	3
CIITA	2011	morinFrequentMutationHistonemodifying2011	DLBCL	1
CIITA	2015	mottokGenomicAlterationsCIITA2015	PMBL	1
CILP	2023	russler-germainMutationsAssociatedProgression2023	FL	2
CISH	2019	mottokIntegrativeGenomicAnalysis2019	PMBL	1
CLGN	2016	spinaGeneticsNodalMarginal2016	MZL	2
CNBP	2016	spinaGeneticsNodalMarginal2016	MZL	2
CNGA4	2013	zhangGeneticHeterogeneityDiffuse2013	DLBCL	3
CNKSR2	2016	spinaGeneticsNodalMarginal2016	MZL	2
CNOT2	2021	hubschmannMutationalMechanismsShaping2021	DLBCL	2
CNOT6	2013	zhangGeneticHeterogeneityDiffuse2013	DLBCL	3
CNP	2013	zhangGeneticHeterogeneityDiffuse2013	DLBCL	3
CNTN6	2013	zhangGeneticHeterogeneityDiffuse2013	DLBCL	3
CNTNAP5	2013	morinMutationalStructuralAnalysis2013	DLBCL	2
COL11A1	2014	zhangGenomicLandscapeMantle2014	MCL	2
COL12A1	2015	novakWholeexomeAnalysisReveals2015	DLBCL	2
COL16A1	2014	zhangGenomicLandscapeMantle2014	MCL	2
COL4A2	2012	loveGeneticLandscapeMutations2012	BL	3
COL5A2	2013	zhangGeneticHeterogeneityDiffuse2013	DLBCL	3
COQ7	2018	chapuyMolecularSubtypesDiffuse2018	DLBCL	2
CORO2A	2013	zhangGeneticHeterogeneityDiffuse2013	DLBCL	3
CORO7	2013	zhangGeneticHeterogeneityDiffuse2013	DLBCL	3
CPNE8	2021	hubschmannMutationalMechanismsShaping2021	FL	2
CPS1	2012	lohrDiscoveryPrioritizationSomatic2012	DLBCL	2
CPXM2	2022	burkhardtClinicalRelevanceMolecular2022	BL	2
CREBBP	2012	loveGeneticLandscapeMutations2012	BL	1
CREBBP	2013	parryWholeExomeSequencing2013	MZL	2
CREBBP	2011	pasqualucciInactivatingMutationsAcetyltransferase2011	DLBCL	1
CREBBP	2011	pasqualucciInactivatingMutationsAcetyltransferase2011	FL	1
CREBBP	2021	dunsCharacterizationDLBCLPMBL2021	PMBL	1
CRELD2	2013	zhangGeneticHeterogeneityDiffuse2013	DLBCL	3
CRIP1	2018	chapuyMolecularSubtypesDiffuse2018	DLBCL	2
CRTC3	2013	zhangGeneticHeterogeneityDiffuse2013	DLBCL	3
CRYBG3	2013	beaLandscapeSomaticMutations2013	MCL	2
CSF2RB	2015	reichelFlowSortingExome2015	PMBL	1
CSNK1A1	2020	fanComprehensiveCharacterizationDriver2020	DLBCL	3
CSNK2A1	2020	fanComprehensiveCharacterizationDriver2020	DLBCL	3
CST7	2013	zhangGeneticHeterogeneityDiffuse2013	DLBCL	3
CTCF	2019	paneaWholeGenomeLandscape2019	BL	3
CTNNA2	2014	zhangGenomicLandscapeMantle2014	MCL	2
CTNNA3	2013	zhangGeneticHeterogeneityDiffuse2013	DLBCL	3
CTSS	2020	barariaCathepsinAlterationsInduce2020	FL	1
CXCR4	2012	khodabakhshiRecurrentTargetsAberrant2012	DLBCL	1
CXCR4	2017	krysiakRecurrentSomaticMutations2017	FL	2
CXCR4	2019	paneaWholeGenomeLandscape2019	BL	2
CXCR5	2019	mottokIntegrativeGenomicAnalysis2019	PMBL	2
CXCR5	2018	schmitzGeneticsPathogenesisDiffuse2018	DLBCL	2
CYB5D1	2012	loveGeneticLandscapeMutations2012	BL	3
CYP24A1	2013	zhangGeneticHeterogeneityDiffuse2013	DLBCL	3
CYP2A6	2023	russler-germainMutationsAssociatedProgression2023	FL	2
CYP2C18	2013	zhangGeneticHeterogeneityDiffuse2013	DLBCL	3
CYP4F22	2012	loveGeneticLandscapeMutations2012	BL	3
CYTSB	2011	pasqualucciAnalysisCodingGenome2011	DLBCL	2
CYYR1	2020	fanComprehensiveCharacterizationDriver2020	DLBCL	3
DAZAP1	2020	pararajalingamCodingNoncodingDrivers2020	MCL	1
DAZAP1	2020	pararajalingamCodingNoncodingDrivers2020	DLBCL	2
DCAF6	2017	reddyGeneticFunctionalDrivers2017	DLBCL	3
DCHS1	2011	pasqualucciAnalysisCodingGenome2011	DLBCL	2
DCP1B	2013	beaLandscapeSomaticMutations2013	MCL	2
DDB1	2013	zhangGeneticHeterogeneityDiffuse2013	DLBCL	3
DDX10	2013	zhangGeneticHeterogeneityDiffuse2013	DLBCL	2
DDX3X	2012	schmitzBurkittLymphomaPathogenesis2012	BL	1
DDX3X	2023	drevalGeneticSubdivisionsFollicular2023	FL	2
DDX3X	2017	reddyGeneticFunctionalDrivers2017	DLBCL	1
DDX3X	2019	mottokIntegrativeGenomicAnalysis2019	PMBL	1
DGCR8	2020	fanComprehensiveCharacterizationDriver2020	DLBCL	3
DGKB	2018	tiacciPervasiveMutationsJAKSTAT2018	PMBL	2
DHCR7	2012	schmitzBurkittLymphomaPathogenesis2012	BL	2
DHDH	2014	zhangGenomicLandscapeMantle2014	MCL	2
DHX15	2021	hubschmannMutationalMechanismsShaping2021	FL	2
DHX16	2021	hubschmannMutationalMechanismsShaping2021	DLBCL	2
DHX33	2020	fanComprehensiveCharacterizationDriver2020	DLBCL	3
DIAPH2	2015	novakWholeexomeAnalysisReveals2015	DLBCL	2
DIAPH3	2013	zhangGeneticHeterogeneityDiffuse2013	DLBCL	3
DICER1	2017	reddyGeneticFunctionalDrivers2017	DLBCL	3
DIP2B	2013	zhangGeneticHeterogeneityDiffuse2013	DLBCL	3
DLC1	2014	zhangGenomicLandscapeMantle2014	MCL	2
DLGAP1	2013	zhangGeneticHeterogeneityDiffuse2013	DLBCL	3
DLGAP1	2012	loveGeneticLandscapeMutations2012	BL	3
DLGAP2	2013	beaLandscapeSomaticMutations2013	MCL	2
DMD	2015	reichelFlowSortingExome2015	PMBL	2
DMXL1	2013	zhangGeneticHeterogeneityDiffuse2013	DLBCL	3
DNAH12	2019	wienandGenomicAnalysesFlowsorted2019	PMBL	2
DNAH5	2017	jalladesExomeSequencingIdentifies2017	MZL	2
DNAH5	2013	morinMutationalStructuralAnalysis2013	DLBCL	2
DNAH7	2017	jalladesExomeSequencingIdentifies2017	MZL	2
DNAI1	2017	jalladesExomeSequencingIdentifies2017	MZL	2
DNAJC6	2013	beaLandscapeSomaticMutations2013	MCL	2
DNM2	2021	hubschmannMutationalMechanismsShaping2021	DLBCL	2
DNMT1	2019	paneaWholeGenomeLandscape2019	BL	3
DNMT3A	2017	reddyGeneticFunctionalDrivers2017	DLBCL	3
DNMT3B	2017	albuquerqueEnhancingKnowledgeDiscovery2017	DLBCL	2
DOCK1	2018	chapuyMolecularSubtypesDiffuse2018	DLBCL	2
DOCK2	2013	zhangGeneticHeterogeneityDiffuse2013	DLBCL	3
DOCK5	2020	fanComprehensiveCharacterizationDriver2020	DLBCL	3
DOCK6	2017	jalladesExomeSequencingIdentifies2017	MZL	2
DOLK	2013	zhangGeneticHeterogeneityDiffuse2013	DLBCL	3
DPYD	2011	pasqualucciAnalysisCodingGenome2011	DLBCL	2
DSC2	2013	zhangGeneticHeterogeneityDiffuse2013	DLBCL	3
DSC3	2011	pasqualucciAnalysisCodingGenome2011	DLBCL	2
DSCAML1	2013	zhangGeneticHeterogeneityDiffuse2013	DLBCL	3
DSEL	2013	morinMutationalStructuralAnalysis2013	DLBCL	2
DSG2	2013	zhangGeneticHeterogeneityDiffuse2013	DLBCL	3
DSG4	2013	morinMutationalStructuralAnalysis2013	DLBCL	2
DSP	2013	zhangGeneticHeterogeneityDiffuse2013	DLBCL	3
DTX1	2012	loveGeneticLandscapeMutations2012	BL	3
DTX1	2012	rossiCodingGenomeSplenic2012	MZL	1
DTX1	2023	gomezUltraDeepSequencingReveals2023	PMBL	1
DTX1	2013	zhangGeneticHeterogeneityDiffuse2013	DLBCL	1
DTX3L	2017	jalladesExomeSequencingIdentifies2017	MZL	2
DUOXA2	2013	zhangGeneticHeterogeneityDiffuse2013	DLBCL	3
DUPD1	2013	zhangGeneticHeterogeneityDiffuse2013	DLBCL	3
DUSP2	2021	dunsCharacterizationDLBCLPMBL2021	PMBL	1
DUSP2	2012	lohrDiscoveryPrioritizationSomatic2012	DLBCL	1
DUSP2	2023	drevalGeneticSubdivisionsFollicular2023	FL	2
DUSP27	2011	pasqualucciAnalysisCodingGenome2011	DLBCL	2
DUSP9	2011	pasqualucciAnalysisCodingGenome2011	DLBCL	2
DYNC1H1	2013	zhangGeneticHeterogeneityDiffuse2013	DLBCL	3
DYNC1I1	2013	zhangGeneticHeterogeneityDiffuse2013	DLBCL	3
E2F2	2022	burkhardtClinicalRelevanceMolecular2022	BL	2
EBF1	2023	thomasGeneticSubgroupsInform2023	BL	2
EBF1	2015	reichelFlowSortingExome2015	PMBL	1
EBF1	2013	bohleRoleEarlyBcell2013	DLBCL	1
EBF1	2023	drevalGeneticSubdivisionsFollicular2023	FL	1
ECGF1	2013	zhangGeneticHeterogeneityDiffuse2013	DLBCL	3
ECT2L	2020	fanComprehensiveCharacterizationDriver2020	DLBCL	3
EDNRB	2022	burkhardtClinicalRelevanceMolecular2022	BL	2
EEF1A1	2015	reichelFlowSortingExome2015	PMBL	1
EEF1A1	2015	greenMutationsEarlyFollicular2015	FL	1
EEF1A1	2018	chapuyMolecularSubtypesDiffuse2018	DLBCL	1
EGFR	2020	fanComprehensiveCharacterizationDriver2020	DLBCL	3
EGR1	2017	krysiakRecurrentSomaticMutations2017	FL	2
EGR1	2015	reichelFlowSortingExome2015	PMBL	2
EGR1	2012	rossiCodingGenomeSplenic2012	MZL	2
EGR2	2012	rossiCodingGenomeSplenic2012	MZL	2
EHD1	2023	thomasGeneticSubgroupsInform2023	BL	2
EIF2AK3	2018	schmitzGeneticsPathogenesisDiffuse2018	DLBCL	2
EIF2AK4	2014	zhangGenomicLandscapeMantle2014	MCL	2
EIF2C4	2012	loveGeneticLandscapeMutations2012	BL	3
EIF4A1	2019	paneaWholeGenomeLandscape2019	BL	2
ELP2	2012	schmitzBurkittLymphomaPathogenesis2012	BL	2
EML2	2012	loveGeneticLandscapeMutations2012	BL	3
ENTPD3	2012	loveGeneticLandscapeMutations2012	BL	3
EP300	2011	pasqualucciInactivatingMutationsAcetyltransferase2011	DLBCL	1
EP300	2011	pasqualucciInactivatingMutationsAcetyltransferase2011	FL	1
EP300	2012	rossiCodingGenomeSplenic2012	MZL	1
EPHA3	2013	zhangGeneticHeterogeneityDiffuse2013	DLBCL	3
EPHA5	2013	zhangGeneticHeterogeneityDiffuse2013	DLBCL	3
EPHA7	2019	mottokIntegrativeGenomicAnalysis2019	PMBL	2
EPHA7	2013	zhangGeneticHeterogeneityDiffuse2013	DLBCL	3
EPHB2	2012	loveGeneticLandscapeMutations2012	BL	3
EPPK1	2019	paneaWholeGenomeLandscape2019	BL	2
ERAP1	2022	burkhardtClinicalRelevanceMolecular2022	BL	2
ERAP2	2017	albuquerqueEnhancingKnowledgeDiscovery2017	DLBCL	2
ERBB3	2013	zhangGeneticHeterogeneityDiffuse2013	DLBCL	3
ERN2	2013	zhangGeneticHeterogeneityDiffuse2013	DLBCL	3
ESX1	2014	zhangGenomicLandscapeMantle2014	MCL	2
ETNPPL	2013	zhangGeneticHeterogeneityDiffuse2013	DLBCL	3
