Gene	Year	Citekey	Entity	Tier
FTCD	2012	loveGeneticLandscapeMutations2012	BL	3
FUBP1	2012		DLBCL	2
FUT5	2012		DLBCL	3
FZD1	2012		DLBCL	3
FZD3	2019	paneaWholeGenomeLandscape2019	BL	3
FZR1	2021	hubschmannMutationalMechanismsShaping2021	FL	2
GABRA1	2021		DLBCL	2
GABRA2	2021		DLBCL	2
GABRG1	2021		DLBCL	3
GAK	2021		DLBCL	3
GATA2	2021		DLBCL	3
GATA3	2021		DLBCL	3
GBP7	2023	russler-germainMutationsAssociatedProgression2023	FL	2
GCN1L1	2023		DLBCL	3
GCSAM	2019	mottokIntegrativeGenomicAnalysis2019	PMBL	2
GGTLA4	2012	loveGeneticLandscapeMutations2012	BL	2
GJA8	2012		DLBCL	3
GJB4	2012		DLBCL	3
GNA13	2012	LOF	DLBCL	1
GNAI2	2012	GOF	DLBCL	1
GNAS	2012		DLBCL	3
GOLGA5	2012		DLBCL	2
GOPC	2012		DLBCL	3
GPC5	2012		DLBCL	2
GPD2	2012		DLBCL	3
GPR126	2006	wenigerMutationsTumorSuppressor2006	PMBL	2
GPR133	2006		DLBCL	3
GPR15	2006		DLBCL	3
GPR98	2016	spinaGeneticsNodalMarginal2016	MZL	2
GPS2	2012	rossiCodingGenomeSplenic2012	MZL	2
GRB2	2012		DLBCL	1
GREM2	2012		DLBCL	3
GRHPR	2012		DLBCL	1
GRIA2	2012		DLBCL	3
GRIK5	2012	loveGeneticLandscapeMutations2012	BL	3
GRIN2A	2014	zhangGenomicLandscapeMantle2014	MCL	2
GRM5	2014		DLBCL	3
GRM6	2023	russler-germainMutationsAssociatedProgression2023	FL	2
GSG2	2023		DLBCL	2
GTSE1	2012	schmitzBurkittLymphomaPathogenesis2012	BL	2
H1-4	NA	Unknown	MZL	1
H1-5	NA	Unknown	MZL	1
H1FOO	NA		DLBCL	2
H6PD	NA		DLBCL	3
HACE1	NA		DLBCL	3
HCK	NA		DLBCL	3
HDAC7	NA		DLBCL	2
HECW2	2015	reichelFlowSortingExome2015	PMBL	2
HELLS	2015	reichelFlowSortingExome2015	PMBL	2
HEPH	2015		DLBCL	2
HERC2	2015		DLBCL	2
HFE	2015		DLBCL	3
HIPK3	2015		DLBCL	3
HIST1H1B	2015		DLBCL	1
HIST1H1C	2015		DLBCL	1
HIST1H1D	2015		DLBCL	1
HIST1H1E	2015		DLBCL	1
HIST1H2AC	2015		DLBCL	1
HIST1H2AD	2017	jalladesExomeSequencingIdentifies2017	MZL	2
HIST1H2AG	2017		DLBCL	2
HIST1H2AL	2017		DLBCL	2
HIST1H2AM	2017		DLBCL	1
HIST1H2BC	2017		DLBCL	1
HIST1H2BD	2017	krysiakRecurrentSomaticMutations2017	FL	2
HIST1H2BG	2017	krysiakRecurrentSomaticMutations2017	FL	1
HIST1H2BK	2017		DLBCL	1
HIST1H2BM	2017	krysiakRecurrentSomaticMutations2017	FL	2
HIST1H2BO	2017		DLBCL	2
HIST1H3A	2017		DLBCL	2
HIST1H3B	2017		DLBCL	1
HIST1H3D	2019	paneaWholeGenomeLandscape2019	BL	2
HIST1H3G	2017	krysiakRecurrentSomaticMutations2017	FL	2
HIST1H3H	2019	paneaWholeGenomeLandscape2019	BL	3
HIST1H3I	2017	krysiakRecurrentSomaticMutations2017	FL	2
HIST1H3J	2019	paneaWholeGenomeLandscape2019	BL	3
HIST1H4C	2015	reichelFlowSortingExome2015	PMBL	2
HIST1H4E	2019	mottokIntegrativeGenomicAnalysis2019	PMBL	2
HIST1H4I	2019		DLBCL	3
HIST1H4J	2019	paneaWholeGenomeLandscape2019	BL	2
HIST2H2BE	2019		DLBCL	1
HIST4H4	2017	jalladesExomeSequencingIdentifies2017	MZL	2
HK3	2017		DLBCL	3
HLA-A	2017	LOF	DLBCL	1
HLA-B	2017	LOF	DLBCL	1
HLA-C	2017	LOF	DLBCL	1
HLA-DMA	2017		DLBCL	2
HLA-DMB	2017		DLBCL	1
HLA-DQA1	2017		DLBCL	3
HLA-DQB1	2022	burkhardtClinicalRelevanceMolecular2022	BL	2
HLA-DRB1	2022		DLBCL	3
HMGB1	2022		DLBCL	2
HNF1B	2022		DLBCL	2
HNRNPD	2022		DLBCL	2
HNRNPH1	2022		DLBCL	2
HNRNPR	2022		DLBCL	3
HNRNPU	2022		DLBCL	1
HRAS	2022		DLBCL	3
HRNR	2021	dunsCharacterizationDLBCLPMBL2021	PMBL	2
HSF2	2021		DLBCL	3
HVCN1	2021		DLBCL	1
ICK	2012	loveGeneticLandscapeMutations2012	BL	3
ID3	2012		DLBCL	2
IDH1	2012		DLBCL	3
IER2	2012		DLBCL	3
IFNGR1	2012		DLBCL	2
IGLL5	2012		DLBCL	1
IKBKB	2012		DLBCL	2
IKBKE	2012		DLBCL	2
IKZF3	2012	GOF	DLBCL	1
IL13RA1	2019	mottokIntegrativeGenomicAnalysis2019	PMBL	2
IL16	2019		DLBCL	2
IL1RAPL2	2019	mottokIntegrativeGenomicAnalysis2019	PMBL	2
IL4R	2019	GOF	DLBCL	1
IL6	2019		DLBCL	2
IL6ST	2019		DLBCL	3
INO80	2019		DLBCL	2
INSC	2019		DLBCL	3
INTS6	2019		DLBCL	3
IQGAP1	2019		DLBCL	3
IQUB	2019		DLBCL	3
IRF1	2019		DLBCL	2
IRF2BP2	2019	mottokIntegrativeGenomicAnalysis2019	PMBL	2
IRF4	2019		DLBCL	1
IRF8	2019	LOF	DLBCL	1
ITGA2	2019		DLBCL	3
ITGA8	2019		DLBCL	3
ITGB2	NA	Unknown	PMBL	2
ITGB3	NA		DLBCL	3
ITGB4	NA		DLBCL	3
ITPKB	NA	LOF	DLBCL	1
ITPR1	NA		DLBCL	3
ITPR3	2012	loveGeneticLandscapeMutations2012	BL	3
JAG1	2012		DLBCL	3
JAK1	2012		DLBCL	2
JAK3	2012		DLBCL	2
JAKMIP2	2012		DLBCL	3
JUNB	2012		DLBCL	1
JUP	2021	hubschmannMutationalMechanismsShaping2021	FL	2
KANK2	2012	schmitzBurkittLymphomaPathogenesis2012	BL	2
KAT6A	2017	jalladesExomeSequencingIdentifies2017	MZL	2
KCMF1	2017		DLBCL	2
KCNA3	2017		DLBCL	3
KCNAB3	2017		DLBCL	3
KCNC2	2013	beaLandscapeSomaticMutations2013	MCL	2
KCNJ6	2013		DLBCL	3
KCNK10	2019	paneaWholeGenomeLandscape2019	BL	3
KCNT2	2019		DLBCL	3
KDM2B	2019		DLBCL	2
KDM6A	2017	jalladesExomeSequencingIdentifies2017	MZL	2
KDR	2017		DLBCL	3
KIAA1614	2017		DLBCL	2
KIAA1671	2013	beaLandscapeSomaticMutations2013	MCL	2
KIF1C	2013		DLBCL	2
KIF21B	2013		DLBCL	3
KIF26A	2017	jalladesExomeSequencingIdentifies2017	MZL	2
KIFC3	2012	loveGeneticLandscapeMutations2012	BL	3
KIR3DL1	2023	russler-germainMutationsAssociatedProgression2023	FL	2
KIT	2023		DLBCL	3
KITLG	2023		DLBCL	3
KLB	2023		DLBCL	3
KLC3	2023		DLBCL	3
KLF2	2023		DLBCL	1
KLF4	2023		DLBCL	3
KLHL14	2023	LOF	DLBCL	1
KLHL21	2023		DLBCL	2
KLHL26	2022	burkhardtClinicalRelevanceMolecular2022	BL	2
KLHL6	2022	LOF	DLBCL	1
KLRC4	2022		DLBCL	3
KMT2C	2022		DLBCL	1
KMT2D	2022	LOF	DLBCL	1
KRAS	2022	GOF	DLBCL	1
KRT6A	2022		DLBCL	3
KRTAP5-5	2022		DLBCL	2
LAMA5	2022		DLBCL	2
LAPTM5	2022		DLBCL	2
LCOR	2022		DLBCL	1
LEPR	2022		DLBCL	3
LEPREL1	2022		DLBCL	3
LIFR	2022		DLBCL	3
LILRA2	2022		DLBCL	3
LIMD2	2023	gomezUltraDeepSequencingReveals2023	PMBL	2
LIN54	2023		DLBCL	3
LIN7C	2023		DLBCL	3
LPHN2	2023		DLBCL	3
LPHN3	2021	dunsCharacterizationDLBCLPMBL2021	PMBL	2
LPP	2021		DLBCL	2
LRAP	2021		DLBCL	3
LRIG3	2021		DLBCL	3
LRP1	2021		DLBCL	3
LRP10	2021		DLBCL	3
LRP12	2021		DLBCL	2
LRP1B	2021		DLBCL	3
LRP3	2021		DLBCL	3
LRRN3	2021		DLBCL	1
LTB	2021		DLBCL	1
LUZP4	2013	beaLandscapeSomaticMutations2013	MCL	2
LYN	2013		DLBCL	2
LYST	2013		DLBCL	3
MAGEC1	2023	russler-germainMutationsAssociatedProgression2023	FL	2
MAGEC2	2019	mottokIntegrativeGenomicAnalysis2019	PMBL	2
MAGEC3	2019		DLBCL	2
MAGT1	2019		DLBCL	2
MALAT1	2019		DLBCL	2
MAP2K1	2019		DLBCL	2
MAP2K3	2019		DLBCL	3
MAP3K14	2011	rossiAlterationBIRC3Multiple2011	MZL	1
MAP3K6	2012	loveGeneticLandscapeMutations2012	BL	3
MAP4K4	2012		DLBCL	3
MAP7D1	2023	russler-germainMutationsAssociatedProgression2023	FL	2
MARCHF7	2023		DLBCL	3
MARK1	2023		DLBCL	3
MBL2	2023		DLBCL	3
MCL1	2023		DLBCL	2
MCM8	2023		DLBCL	3
MCRS1	2012	rossiCodingGenomeSplenic2012	MZL	2
MECOM	2012		DLBCL	2
MED12L	2012		DLBCL	2
MED13L	2012		DLBCL	3
MEF2B	2012	NEO	DLBCL	1
MEF2C	2012		DLBCL	1
MET	2012		DLBCL	2
MFHAS1	2021	sarkozyMutationalLandscapeGray2021	PMBL	2
MGA	2021	LOF	DLBCL	1
MGEA5	2021	hubschmannMutationalMechanismsShaping2021	FL	2
MIB1	2021		DLBCL	3
MIR142	2021	LOF	DLBCL	1
MKI67	2012	schmitzBurkittLymphomaPathogenesis2012	BL	2
MLH1	2012		DLBCL	3
MME	2019	paneaWholeGenomeLandscape2019	BL	3
MMEL1	2019		DLBCL	3
MN1	2019		DLBCL	3
MORC2	2019		DLBCL	3
MPDZ	2019		DLBCL	2
MPEG1	2019		DLBCL	1
MPL	2019		DLBCL	3
MRGPRF	2014	zhangGenomicLandscapeMantle2014	MCL	2
MS4A1	2014	LOF	DLBCL	1
MSH2	2014		DLBCL	3
MSH6	2014		DLBCL	2
MSL2	2012	rossiCodingGenomeSplenic2012	MZL	2
MSN	2012		DLBCL	3
MTMR3	2012		DLBCL	3
MTMR8	2012		DLBCL	2
MTOR	2012	GOF	DLBCL	1
MYB	2012		DLBCL	3
MYBPC2	2012		DLBCL	2
MYC	2012	GOF	DLBCL	1
MYCBP2	2021	hubschmannMutationalMechanismsShaping2021	FL	2
MYD88	2021	GOF	DLBCL	1
MYH10	2012	loveGeneticLandscapeMutations2012	BL	3
MYL7	2012		DLBCL	3
MYLK	2017	jalladesExomeSequencingIdentifies2017	MZL	2
MYO18A	2012	schmitzBurkittLymphomaPathogenesis2012	BL	2
MYO19	2012		DLBCL	2
MYO1G	2012		DLBCL	2
MYO5C	2012		DLBCL	3
MYOM2	2012		DLBCL	2
MYRIP	2012		DLBCL	3
NANOG	2012		DLBCL	3
NAV1	2012		DLBCL	2
NBEAL1	2012	loveGeneticLandscapeMutations2012	BL	2
NCOA6	2017	jalladesExomeSequencingIdentifies2017	MZL	2
NCOR1	2017		DLBCL	3
NCOR2	2012	schmitzBurkittLymphomaPathogenesis2012	BL	2
NDUFS1	2012		DLBCL	3
NEAT1	2012		DLBCL	2
NEB	2022	maSubtypespecificCooccurringGenetic2022	FL	2
NEK1	2015	reichelFlowSortingExome2015	PMBL	2
NELL2	2015		DLBCL	3
NF1	2015		DLBCL	2
NFIB	2015		DLBCL	3
NFKB2	2015		DLBCL	3
NFKBIA	2015	LOF	DLBCL	1
NFKBIE	2015	LOF	DLBCL	1
NFKBIZ	2015	GOF	DLBCL	1
NFX1	2015		DLBCL	3
NGFR	2015		DLBCL	3
NIN	2014	zhangGenomicLandscapeMantle2014	MCL	2
NIPBL	2014		DLBCL	3
NLGN2	2014		DLBCL	3
NLRP5	2014		DLBCL	2
NLRP7	2014		DLBCL	3
NLRP8	2014		DLBCL	3
NOA1	2022	burkhardtClinicalRelevanceMolecular2022	BL	2
NOL9	2022		DLBCL	1
NOTCH1	2022	GOF	DLBCL	1
NOTCH2	2022	GOF	DLBCL	1
NOTCH3	2022		DLBCL	3
NPHP1	2022		DLBCL	3
NPY2R	2022		DLBCL	3
NR2F2	2022		DLBCL	3
NRAS	2017	jalladesExomeSequencingIdentifies2017	MZL	2
NRXN2	2017		DLBCL	3
NSD1	2017		DLBCL	3
NSD2	2017		DLBCL	3
NUP153	2017		DLBCL	3
NUP214	2018	tiacciPervasiveMutationsJAKSTAT2018	PMBL	2
ODZ2	2018		DLBCL	2
ODZ3	2018		DLBCL	2
OFD1	2018		DLBCL	2
OGDHL	2014	zhangGenomicLandscapeMantle2014	MCL	2
ONECUT1	2014		DLBCL	3
OR13C2	2023	gomezUltraDeepSequencingReveals2023	PMBL	2
OR6K3	2023		DLBCL	2
OR8H2	2023	russler-germainMutationsAssociatedProgression2023	FL	2
OSBPL10	2023		DLBCL	1
