pmid	doi	title	Hugo_Symbol
34980578	10.1016/j.clml.2021.11.014	SOHO State of the Art Updates and Next Questions: Waldenström Macroglobulinemia - 2021 Update on Management and Future Directions.	CXCR4
34793563	10.1371/journal.pone.0260186	Investigating CXCR4 expression of tumor cells and the vascular compartment: A multimodal approach.	CXCR4
34793256	10.1200/JCO.21.01194	Venetoclax in Previously Treated Waldenström Macroglobulinemia.	CXCR4
34781809	10.1080/10428194.2021.2005045	Plamotamab (XmAb<sup>®</sup>13676) for Ibrutinib- refractory CXCR4-mutated extramedullary Waldenström macroglobulinemia.	CXCR4
34722241	10.3389/fonc.2021.692788	Predictive and Prognostic Biomarkers for Lung Cancer Bone Metastasis and Their Therapeutic Value.	CXCR4
34714390	10.1186/s13550-021-00852-0	Semi-quantitative measurements of chemokine receptor 4-targeted <sup>68</sup>Ga-pentixafor PET/CT in response assessment of Waldenström macroglobulinemia/lymphoplasmacytic lymphoma.	CXCR4
34651291	10.1007/s11307-021-01664-3	CXCR4-Directed PET/CT with [<sup>68</sup>Ga]Pentixafor in Central Nervous System Lymphoma: A Comparison with [<sup>18</sup>F]FDG PET/CT.	CXCR4
34635806	10.1038/s41423-021-00775-9	Posttransplant blockade of CXCR4 improves leukemia complete remission rates and donor stem cell engraftment without aggravating GVHD.	CXCR4
34583709	10.1186/s12943-021-01419-2	Single-cell RNA sequencing reveals markers of disease progression in primary cutaneous T-cell lymphoma.	CXCR4
34570179	10.1182/bloodadvances.2021004668	Mutational patterns and their correlation to CHIP-related mutations and age in hematological malignancies.	CXCR4
34525196	10.1182/blood.2021013239	CXCR4 PET/MRI for follow-up of gastric mucosa-associated lymphoid tissue lymphoma after first-line Helicobacter pylori eradication.	CXCR4
34490994	10.1002/pbc.29319	Single-center results reporting improved hematopoietic stem cell mobilization success in pediatric and young adult patients with solid tumors and lymphoma.	CXCR4
34404617	10.1016/j.transci.2021.103240	An innovation in stem cell harvesting: Heparin use.	CXCR4
34396983	10.1172/JCI151295	All in for nuclear PFKP-induced CXCR4 metastasis: a T cell acute lymphoblastic leukemia prognostic marker.	CXCR4
34363012	10.1038/s41375-021-01376-1	CXCR4 hyperactivation cooperates with TCL1 in CLL development and aggressiveness.	CXCR4
34340248	10.1111/bjh.17691	Disease outcomes and biomarkers of progression in smouldering Waldenström macroglobulinaemia.	CXCR4
34321159	10.1016/j.biopha.2020.110610	Bone marrow mesenchymal stem cells in microenvironment transform into cancer-associated fibroblasts to promote the progression of B-cell acute lymphoblastic leukemia.	CXCR4
34307181	10.3389/fonc.2021.710900	Somatostatin Receptors and Chemokine Receptor CXCR4 in Lymphomas: A Histopathological Review of Six Lymphoma Subtypes.	CXCR4
34269725	10.1097/RLU.0000000000003817	CXCR4 Expression Demonstrated by 68Ga-Pentixafor PET/CT Imaging in a Case of Systemic Mastocytosis Mimicking Lymphoma.	CXCR4
34255748	10.1172/JCI143119	Nuclear PFKP promotes CXCR4-dependent infiltration by T cell acute lymphoblastic leukemia.	CXCR4
34187383	10.1186/s12876-021-01844-z	Tumor-to-tumor metastasis of diffuse large B cell lymphoma to gastric adenocarcinoma via CXCL12 (SDF-1)/CXCR4 axis: a case report.	CXCR4
34172595	10.1097/RLU.0000000000003760	Chemokine Receptor 4-Targeted 68Ga-Pentixafor PET/CT in Response Assessment of Waldenström Macroglobulinemia/Lymphoplasmacytic Lymphoma: Comparison to 18F-FDG PET/CT.	CXCR4
34122453	10.3389/fimmu.2021.688747	Knowledge From London and Berlin: Finding Threads to a Functional HIV Cure.	CXCR4
34115701	10.1097/RLU.0000000000003750	Burkitt Lymphoma/Leukemia Presented on 68Ga-Pentixafor and 18F-FDG PET/CT.	CXCR4
34106998	10.1371/journal.ppat.1009618	Epigenetic Plasticity Enables CNS-Trafficking of EBV-infected B Lymphocytes.	CXCR4
34093792	10.7150/jca.54952	Aggregative Perivascular Tumor Cell Growth Pattern of Primary Central Nervous System Lymphomas Is Associated with Hypoxia-Related Endoplasmic Reticulum Stress.	CXCR4
34083646	10.1038/s41598-021-91112-7	DC-SIGN binding to mannosylated B-cell receptors in follicular lymphoma down-modulates receptor signaling capacity.	CXCR4
34050566	10.1111/cpr.13076	Role of CXCR4 in the progression and therapy of acute leukaemia.	CXCR4
33934404	10.1002/jcla.23784	PCR array analysis identified hyperproliferation but not autophagy or apoptosis in fibrous epulis.	CXCR4
33856274	10.1080/10428194.2021.1913150	Different chemokine profile between systemic and testicular diffuse large B-cell lymphoma.	CXCR4
33843403	10.1080/10428194.2021.1910684	CXCR4 allows T cell acute lymphoblastic leukemia to escape from JAK1/2 and BCL2 inhibition through CNS infiltration.	CXCR4
33743810	10.1186/s13045-021-01060-y	Targeting chemokines for acute lymphoblastic leukemia therapy.	CXCR4
33735664	10.1016/j.neo.2021.02.002	Molecular and genetic biomarkers implemented from next-generation sequencing provide treatment insights in clinical practice for Waldenström macroglobulinemia.	CXCR4
33716502	10.2147/IJN.S289733	Specific Cytotoxic Effect of an Auristatin Nanoconjugate Towards CXCR4<sup>+</sup> Diffuse Large B-Cell Lymphoma Cells.	CXCR4
33660512	10.1021/acs.jmedchem.1c00066	Novel Peptide-Based PET Probe for Non-invasive Imaging of C-X-C Chemokine Receptor Type 4 (CXCR4) in Tumors.	CXCR4
33634586	10.1002/cyto.b.21995	Flow cytometry detection of CD138 expression continuum between monotypic B and plasma cells is associated with both high IgM peak levels and MYD88 mutation and contributes to diagnosis of Waldenström macroglobulinemia.	CXCR4
33612450	10.1016/j.transci.2021.103070	First experience of the use of a generic of plerixafor in peripheral blood stem cell mobilization in multiple myeloma and lymphoma patients.	CXCR4
33604348	10.3389/fmed.2021.609116	YF-H-2015005, a CXCR4 Antagonist, for the Mobilization of Hematopoietic Stem Cells in Non-Hodgkin Lymphoma Patients: A Randomized, Controlled, Phase 3 Clinical Trial.	CXCR4
33579803	10.2967/jnumed.120.257279	Improved Primary Staging of Marginal-Zone Lymphoma by Addition of CXCR4-Directed PET/CT.	CXCR4
33569985	10.1080/10428194.2021.1881514	Clinical application of genomics in Waldenström macroglobulinemia.	CXCR4
33555272	10.1172/JCI141566	RUNX2 regulates leukemic cell metabolism and chemotaxis in high-risk T cell acute lymphoblastic leukemia.	CXCR4
33391493	10.7150/thno.48620	CXCR4 PET imaging of mantle cell lymphoma using [<sup>68</sup>Ga]Pentixafor: comparison with [<sup>18</sup>F]FDG-PET.	CXCR4
33297772	10.1080/17474086.2020.1851184	Zanubrutinib for the treatment of Waldenström Macroglobulinemia.	CXCR4
33275726	10.1182/hematology.2020000121	Management of Waldenström macroglobulinemia in 2020.	CXCR4
33253591	10.1021/acs.molpharmaceut.0c00785	High-Contrast CXCR4-Targeted <sup>18</sup>F-PET Imaging Using a Potent and Selective Antagonist.	CXCR4
33252851	10.1002/ctm2.221	Influence of oncogenic mutations and tumor microenvironment alterations on extranodal invasion in diffuse large B-cell lymphoma.	CXCR4
33208624	10.1097/RLU.0000000000003404	Assessment of Central Nervous System Lymphoma Based on CXCR4 Expression In Vivo Using 68Ga-Pentixafor PET/MRI.	CXCR4
33206936	10.1182/blood.2020005650	Genomic and transcriptomic correlates of Richter transformation in chronic lymphocytic leukemia.	CXCR4
33170753	10.1080/17474086.2020.1839885	Chemokine receptor CXCR4: An important player affecting the molecular-targeted drugs commonly used in hematological malignancies.	CXCR4
33154951	10.3389/fonc.2020.591577	Genetic and Non-Genetic Mechanisms of Resistance to BCR Signaling Inhibitors in B Cell Malignancies.	CXCR4
33131073	10.1111/exd.14228	The role of Dipeptidyl Peptidase-4 in cutaneous disease.	CXCR4
33085756	10.1182/bloodadvances.2020003087	Multicenter phase 2 study of daratumumab monotherapy in patients with previously treated Waldenström macroglobulinemia.	CXCR4
32955949	10.1080/14728214.2020.1822816	Emerging drugs for the treatment of Waldenström macroglobulinemia.	CXCR4
32913458	10.7150/jca.48748	Safety, Efficacy, Pharmacokinetic and Pharmacodynamic evaluation of YF-H-2015005 for mobilizing Hematopoietic stem cells in Non-Hodgkin's Lymphoma Patients.	CXCR4
32810857	10.1159/000509286	Current and Emerging Treatments for Waldenström Macroglobulinemia.	CXCR4
32795528	10.1016/j.jid.2020.06.034	Cancer-Associated Fibroblasts in Mycosis Fungoides Promote Tumor Cell Migration and Drug Resistance through CXCL12/CXCR4.	CXCR4
32766282	10.3389/fmolb.2020.00164	High-Throughput Screening of a Functional Human CXCL12-CXCR4 Signaling Axis in a Genetically Modified <i>S. cerevisiae</i>: Discovery of a Novel Up-Regulator of CXCR4 Activity.	CXCR4
32757068	10.1186/s13550-020-00681-7	Preliminary evidence of imaging of chemokine receptor-4-targeted PET/CT with [<sup>68</sup>Ga]pentixafor in non-Hodgkin lymphoma: comparison to [<sup>18</sup>F]FDG.	CXCR4
32733009	10.1038/s41375-020-0999-2	Cross-talk between GLI transcription factors and FOXC1 promotes T-cell acute lymphoblastic leukemia dissemination.	CXCR4
32724470	10.7150/thno.45537	A new class of PentixaFor- and PentixaTher-based theranostic agents with enhanced CXCR4-targeting efficiency.	CXCR4
32723621	10.1016/j.clml.2020.06.025	Monitoring Plasma Cell Dyscrasias With Cell-free DNA Analysis.	CXCR4
32694049	10.1016/j.clml.2020.05.003	De Novo CD5<sup>+</sup> Diffuse Large B-Cell Lymphoma: Biology, Mechanism, and Treatment Advances.	CXCR4
32581241	10.1038/s41467-020-16927-w	Synergism between IL7R and CXCR4 drives BCR-ABL induced transformation in Philadelphia chromosome-positive acute lymphoblastic leukemia.	CXCR4
32544428	10.1016/j.phrs.2020.105010	CXCR4 antagonist AMD3100 (plerixafor): From an impurity to a therapeutic agent.	CXCR4
32373205	10.7150/thno.43231	Selective delivery of T22-PE24-H6 to CXCR4<sup>+</sup> diffuse large B-cell lymphoma cells leads to wide therapeutic index in a disseminated mouse model.	CXCR4
32370190	10.3390/cancers12051143	Differential B-Cell Receptor Signaling Requirement for Adhesion of Mantle Cell Lymphoma Cells to Stromal Cells.	CXCR4
32332145	10.2967/jnumed.120.241703	CXCR4-Targeted PET Imaging of Central Nervous System B-Cell Lymphoma.	CXCR4
32296856	10.1007/s00117-020-00676-4	[Hybrid imaging in lymphoma].	CXCR4
32265150	10.1016/j.clml.2020.02.016	Increased Muscle CXCR4 Expression in the Setting of Rare Muscle-invasive Multiple Myeloma.	CXCR4
32083995	10.1200/JCO.19.02314	Genomic Landscape of Waldenström Macroglobulinemia and Its Impact on Treatment Strategies.	CXCR4
32006301	10.1007/s11899-020-00559-4	Novel Treatment Strategies in the Management of Waldenström Macroglobulinemia.	CXCR4
31980558	10.1136/jclinpath-2019-206282	Diagnostic value of bone marrow core biopsy patterns in lymphoplasmacytic lymphoma/Waldenström macroglobulinaemia and description of its mutational profiles by targeted NGS.	CXCR4
31960730	10.1080/10428194.2020.1711901	Waldenstrom's macroglobulinemia in the era of immunotherapy.	CXCR4
31902622	10.1016/j.pathol.2019.11.002	A practical guide to laboratory investigations at diagnosis and follow up in Waldenström macroglobulinaemia: recommendations from the Medical and Scientific Advisory Group, Myeloma Australia, the Pathology Sub-committee of the Lymphoma and Related Diseases Registry and the Australasian Association of Clinical Biochemists Monoclonal Gammopathy Working Group.	CXCR4
31809874	10.1016/j.cellsig.2019.109492	Ghrelin induces autophagy and CXCR4 expression via the SIRT1/AMPK axis in lymphoblastic leukemia cell lines.	CXCR4
31768009	10.1038/s41409-019-0756-1	The timing of plerixafor addition to G-Csf and chemotherapy affects immunological recovery after autologous stem cell transplant in multiple myeloma.	CXCR4
31726164	10.1016/j.ijbiomac.2019.09.157	Degraded fucoidan fractions and β-1,3-glucan sulfates inhibit CXCL12-induced Erk1/2 activation and chemotaxis in Burkitt lymphoma cells.	CXCR4
31719683	10.1038/s41375-019-0628-0	Physiological levels of the PTEN-PI3K-AKT axis activity are required for maintenance of Burkitt lymphoma.	CXCR4
31695539	10.2147/JBM.S183997	Evaluating ibrutinib in the treatment of symptomatic Waldenstrom's macroglobulinemia.	CXCR4
31605845	10.1016/j.wneu.2019.09.158	Primary Intra-Axial Diffuse Large B-Cell Lymphoma in Immunocompetent Patients: Clinical Impact of Molecular Analysis and Histogenetic Evaluation.	CXCR4
31591468	10.1038/s41375-019-0592-8	What is new in the treatment of Waldenstrom macroglobulinemia?	CXCR4
31571524	10.1080/15384047.2019.1665405	CXCR4-targeted PET imaging using <sup>64</sup>Cu-AMD3100 for detection of Waldenström Macroglobulinemia.	CXCR4
31561267	10.1002/1873-3468.13623	Single-cell RNA sequencing reveals chemokine self-feeding of myeloma cells promotes extramedullary metastasis.	CXCR4
31557894	10.3390/cancers11101427	FOXO1 Confers Maintenance of the Dark Zone Proliferation and Survival Program and Can Be Pharmacologically Targeted in Burkitt Lymphoma.	CXCR4
31554271	10.3390/ijms20194740	The <i>CXCR4-CXCL12</i>-Axis Is of Prognostic Relevance in DLBCL and Its Antagonists Exert Pro-Apoptotic Effects In Vitro.	CXCR4
31545614	10.1021/acs.molpharmaceut.9b00808	[<sup>68</sup>Ga]Ga/[<sup>177</sup>Lu]Lu-BL01, a Novel Theranostic Pair for Targeting C-X-C Chemokine Receptor 4.	CXCR4
31476465	10.1016/j.wneu.2019.08.140	T140 Inhibits Apoptosis and Promotes Proliferation and Matrix Formation Through the SDF-1/CXC Receptor-4 Signaling Pathway in Endplate Chondrocytes of the Rat Intervertebral Discs.	CXCR4
31471373	10.3324/haematol.2019.216218	CXCR4 upregulation is an indicator of sensitivity to B-cell receptor/PI3K blockade and a potential resistance mechanism in B-cell receptor-dependent diffuse large B-cell lymphomas.	CXCR4
31378966	10.1002/ajh.25600	Clinical and molecular characteristics of lymphoplasmacytic lymphoma not associated with an IgM monoclonal protein: A multicentric study of the Rete Ematologica Lombarda (REL) network.	CXCR4
31372333	10.1016/j.jbo.2019.100253	The role of CXCR4 in multiple myeloma: Cells' journey from bone marrow to beyond.	CXCR4
31368255	10.1002/pbc.27951	Acute myeloid leukemia arising after Hodgkin lymphoma in a patient with WHIM syndrome.	CXCR4
31358475	10.1016/j.ebiom.2019.07.053	Novel cell adhesion/migration pathways are predictive markers of HDAC inhibitor resistance in cutaneous T cell lymphoma.	CXCR4
31352850	10.1080/10428194.2019.1643463	A multicenter phase 1 study of plerixafor and rituximab in patients with chronic lymphocytic leukemia.	CXCR4
31346528	10.1155/2019/5601396	Notch/CXCR4 Partnership in Acute Lymphoblastic Leukemia Progression.	CXCR4
31313940	10.1080/08880018.2019.1623354	Bone marrow recovery of hematopoietic stem cells and microenvironment after chemotherapy in childhood acute lymphoblastic leukemia: consecutive observations according to chemotherapy schedule.	CXCR4
31281504	10.7150/thno.31032	Prospective non-invasive evaluation of CXCR4 expression for the diagnosis of MALT lymphoma using [<sup>68</sup>Ga]Ga-Pentixafor-PET/MRI.	CXCR4
31260155	10.1002/jmri.26848	MRI and PET/MRI in hematologic malignancies.	CXCR4
31248974	10.3324/haematol.2018.211490	A CXCR4-targeted nanocarrier achieves highly selective tumor uptake in diffuse large B-cell lymphoma mouse models.	CXCR4
31229160	10.1016/j.hoc.2019.03.004	Lymphoplasmacytic Lymphoma and Marginal Zone Lymphoma.	CXCR4
31221512	10.1016/j.clml.2019.03.009	Characteristics of Waldenström Macroglobulinemia in Korean Patients According to Mutational Status of MYD88 and CXCR4: Analysis Using Ultra-Deep Sequencing.	CXCR4
31202483	10.1016/j.pathol.2019.03.005	MALT lymphoma with IgM paraprotein and bone marrow involvement mimicking Waldenström macroglobulinaemia.	CXCR4
31106661	10.1080/15384101.2019.1617007	Loss of β-arrestin-2 gene and possible functional consequences on Sezary Syndrome.	CXCR4
31105032	10.1016/j.ebiom.2019.05.025	LGALS3 is connected to CD74 in a previously unknown protein network that is associated with poor survival in patients with AML.	CXCR4
31101745	10.2967/jnumed.119.226134	<sup>68</sup>Ga-Pentixafor PET/CT for Imaging of Chemokine Receptor 4 Expression in Waldenström Macroglobulinemia/Lymphoplasmacytic Lymphoma: Comparison to <sup>18</sup>F-FDG PET/CT.	CXCR4
31096215	10.1159/000497430	C-X-C Chemokine Receptor 4 in Diffuse Large B Cell Lymphoma: Achievements and Challenges.	CXCR4
31004184	10.1007/s00259-019-04322-7	[<sup>68</sup>Ga]Pentixafor PET/MR imaging of chemokine receptor 4 expression in the human carotid artery.	CXCR4
30985424	10.1097/RLU.0000000000002574	68Ga CXCR-4 PET/CT Imaging in an Atypical Case of Extramedullary Plasmacytoma Mimicking as Renal Cell Carcinoma.	CXCR4
30966844	10.1080/21505594.2019.1605803	The roles of apoptosis, autophagy and unfolded protein response in arbovirus, influenza virus, and HIV infections.	CXCR4
30904045	10.1016/j.amjms.2019.01.008	CXCR4 and CCR7 Expression in Primary Nodal Diffuse Large B-Cell Lymphoma-A Clinical and Immunohistochemical Study.	CXCR4
30883140	10.1021/acs.molpharmaceut.9b00069	Development and Evaluation of an <sup>18</sup>F-Radiolabeled Monocyclam Derivative for Imaging CXCR4 Expression.	CXCR4
30850502	10.2967/jnumed.118.223420	Side Effects of CXC-Chemokine Receptor 4-Directed Endoradiotherapy with Pentixather Before Hematopoietic Stem Cell Transplantation.	CXCR4
30836379	10.1038/s41586-019-1027-4	HIV-1 remission following CCR5Δ32/Δ32 haematopoietic stem-cell transplantation.	CXCR4
30829648	10.1172/JCI120654	BETP degradation simultaneously targets acute myelogenous leukemia stem cells and the microenvironment.	CXCR4
30828149	10.1007/s12288-018-0978-1	MYD88 and CXCR4 Mutation Profiling in Lymphoplasmacytic Lymphoma/Waldenstrom's Macroglobulinaemia.	CXCR4
30776910	10.1177/2040206619829382	Mozobil® (Plerixafor, AMD3100), 10 years after its approval by the US Food and Drug Administration.	CXCR4
30774774	10.18632/oncotarget.26588	High CXCR4 expression impairs rituximab response and the prognosis of R-CHOP-treated diffuse large B-cell lymphoma patients.	CXCR4
30623224	10.1007/s00347-018-0840-8	[New molecular pathological strategies for malignant iris tumors].	CXCR4
30453100	10.1016/j.leukres.2018.11.001	Chemosensitivity is differentially regulated by the SDF-1/CXCR4 and SDF-1/CXCR7 axes in acute lymphoblastic leukemia with MLL gene rearrangements.	CXCR4
30408147	10.1111/bjh.15670	CXCR4 mutations in lymphoplasmacytic lymphoma lead to altered CXCR4 expression.	CXCR4
30373149	10.3390/cancers10110402	Calcium Independent Effect of Orai1 and STIM1 in Non-Hodgkin B Cell Lymphoma Dissemination.	CXCR4
30333224	10.1158/1078-0432.CCR-18-1047	Cerdulatinib Pharmacodynamics and Relationships to Tumor Response Following Oral Dosing in Patients with Relapsed/Refractory B-cell Malignancies.	CXCR4
30290030	10.1002/stem.2912	Microvesicles Secreted by Nitric Oxide-Primed Mesenchymal Stromal Cells Boost the Engraftment Potential of Hematopoietic Stem Cells.	CXCR4
30242208	10.1038/s41598-018-32634-5	Comparison of interleukin-2-inducible kinase (ITK) inhibitors and potential for combination therapies for T-cell lymphoma.	CXCR4
30227761	10.1080/10428194.2018.1508668	Carfilzomib-based combination regimens are highly effective frontline therapies for multiple myeloma and Waldenström's macroglobulinemia.	CXCR4
30194255	10.1182/blood-2018-04-845834	Aberrant CD137 ligand expression induced by GATA6 overexpression promotes tumor progression in cutaneous T-cell lymphoma.	CXCR4
30190015	10.1016/j.hoc.2018.05.007	Working Toward a Genomic Prognostic Classification of Waldenström Macroglobulinemia: C-X-C Chemokine Receptor Type 4 Mutation and Beyond.	CXCR4
30038265	10.1038/s41388-018-0401-2	Intrathymic Notch3 and CXCR4 combinatorial interplay facilitates T-cell leukemia propagation.	CXCR4
30005184	10.1016/j.leukres.2018.07.001	Pediatric acute lymphoblastic leukemia-Conquering the CNS across the choroid plexus.	CXCR4
29989027	10.18632/oncotarget.25601	New generation sequencing of targeted genes in the classical and the variant form of hairy cell leukemia highlights mutations in epigenetic regulation genes.	CXCR4
29982402	10.1093/annonc/mdy146	Waldenström's macroglobulinaemia: ESMO Clinical Practice Guidelines for diagnosis, treatment and follow-up.	CXCR4
29954928	10.3324/haematol.2017.180505	Pharmacological modulation of CXCR4 cooperates with BET bromodomain inhibition in diffuse large B-cell lymphoma.	CXCR4
29920526	10.1371/journal.pone.0198789	CXCR7 expression in diffuse large B-cell lymphoma identifies a subgroup of CXCR4+ patients with good prognosis.	CXCR4
29916918	10.1097/RLU.0000000000002166	Imaging of Chemokine Receptor CXCR4 in Mycosis Fungoides Using 68Ga-Pentixafor PET/CT.	CXCR4
29911936	10.1080/10428194.2018.1455974	Inhibition of the Raf-1 kinase inhibitory protein (RKIP) by locostatin induces cell death and reduces the CXCR4-mediated migration of chronic lymphocytic leukemia cells.	CXCR4
29903571	10.1016/j.cyto.2018.02.020	Role of CXCL12 and CXCR4 in the pathogenesis of hematological malignancies.	CXCR4
29856685	10.1056/NEJMoa1802917	Phase 3 Trial of Ibrutinib plus Rituximab in Waldenström's Macroglobulinemia.	CXCR4
29777009	10.2967/jnumed.118.210997	Feasibility of CXCR4-Directed Radioligand Therapy in Advanced Diffuse Large B-Cell Lymphoma.	CXCR4
29693748	10.1002/jcb.26799	MicroRNA-9 suppresses cancer proliferation and cell cycle progression in acute lymphoblastic leukemia with inverse association of neuropilin-1.	CXCR4
29662864	10.5045/br.2018.53.1.61	Expression of adhesion molecules on CD34+ cells from steady-state bone marrow before and after mobilization and their association with the yield of CD34+ cells.	CXCR4
29642081	10.1097/RLI.0000000000000469	[68Ga]Ga-Pentixafor PET/MRI for CXCR4 Imaging of Chronic Lymphocytic Leukemia: Preliminary Results.	CXCR4
29603337	10.1002/ajh.25099	CXCR4 blockade improves leukemia eradication by allogeneic lymphocyte infusion.	CXCR4
29485974	10.1172/JCI97454	Redirection to the bone marrow improves T cell persistence and antitumor functions.	CXCR4
29472546	10.1038/s41408-018-0056-9	CXCR4 can induce PI3Kδ inhibitor resistance in ABC DLBCL.	CXCR4
29435003	10.3892/ol.2017.7636	Opposite response to hypoxia by breast cancer cells between cell proliferation and cell migration: A clue from microRNA expression profile.	CXCR4
29365396	10.3760/cma.j.issn.0253-2727.2017.12.006	[Ibrutinib inhibits mesenchymal stem cells-mediated drug resistance in diffuse large B-cell lymphoma].	CXCR4
29363736	10.1111/bjh.15096	Potential influence of concomitant chemotherapy on CXCR4 expression in receptor directed endoradiotherapy.	CXCR4
