pmid	doi	title	Hugo_Symbol
34588797	10.2147/JIR.S327858	Transcription Coactivator BCL3 Acts as a Potential Regulator of Lipid Metabolism Through the Effects on Inflammation.	FAS
34508147	10.1038/s41598-021-97545-4	Leukotoxin (LtxA/Leukothera) induces ATP expulsion via pannexin-1 channels and subsequent cell death in malignant lymphocytes.	FAS
34494161	10.1007/s00428-021-03186-3	Mutational landscape of marginal zone B-cell lymphomas of various origin: organotypic alterations and diagnostic potential for assignment of organ origin.	FAS
34485291	10.3389/fcell.2021.705690	Vaginal Probiotic <i>Lactobacillus crispatus</i> Seems to Inhibit Sperm Activity and Subsequently Reduces Pregnancies in Rat.	FAS
34447369	10.3389/fimmu.2021.671755	Primary Immune Regulatory Disorders With an Autoimmune Lymphoproliferative Syndrome-Like Phenotype: Immunologic Evaluation, Early Diagnosis and Management.	FAS
34439744	10.3390/biom11081066	Influence of Galectin-9 Treatment on the Phenotype and Function of NK-92MI Cells in the Presence of Different Serum Supplements.	FAS
34417692	10.1007/s11356-021-15985-x	Landfill soil leachates from Nigeria and India induced DNA damage and alterations in genes associated with apoptosis in Jurkat cell.	FAS
34400859	10.1016/j.jsps.2021.04.027	Effects of neoadjuvant therapies on genetic regulation of targeted pathways in ER+ primary ductal breast carcinoma: A meta-analysis of microarray datasets.	FAS
34400143	10.1016/j.abb.2021.108982	Mangiferin mitigates di-(2-ethylhexyl) phthalate-induced testicular injury in rats by modulating oxidative stress-mediated signals, inflammatory cascades, apoptotic pathways, and steroidogenesis.	FAS
34384744	10.1016/j.bj.2021.04.005	Immune checkpoint deficiencies and autoimmune lymphoproliferative syndromes.	FAS
34205588	10.3390/cancers13123084	Co-Stimulatory versus Cell Death Aspects of Agonistic CD40 Monoclonal Antibody Selicrelumab in Chronic Lymphocytic Leukemia.	FAS
34192738	10.1093/biolre/ioab126	Chemerin as a modulator of angiogenesis and apoptosis processes in the corpus luteum of pigs: an in vitro study†.	FAS
33995372	10.3389/fimmu.2021.656356	Next Generation Sequencing for Detecting Somatic <i>FAS</i> Mutations in Patients With Autoimmune Lymphoproliferative Syndrome.	FAS
33994507	10.1536/ihj.20-600	MiR-448-5p/VEGFA Axis Protects Cardiomyocytes from Hypoxia Through Regulating the FAS/FAS-L Signaling Pathway.	FAS
33991612	10.1016/j.cellsig.2021.110042	CTRP3 promotes TNF-α-induced apoptosis and barrier dysfunction in salivary epithelial cells.	FAS
33963613	10.1111/pai.13535	Clinical, immunological, and genetic features in 780 patients with autoimmune lymphoproliferative syndrome (ALPS) and ALPS-like diseases: A systematic review.	FAS
33898103	10.1016/j.omtn.2021.03.011	Cell death pathways and viruses: Role of microRNAs.	FAS
33666760	10.1007/s00262-021-02895-7	Boosting CAR T-cell responses in lymphoma by simultaneous targeting of CD40/4-1BB using oncolytic viral gene therapy.	FAS
33539018	10.1007/978-3-030-49844-3_9	Bile Acid Toxicity and Protein Kinases.	FAS
33513976	10.3390/ijms22031255	Natural Killer Cell Phenotype and Functionality Affected by Exposure to Extracellular Survivin and Lymphoma-Derived Exosomes.	FAS
33454909	10.1007/s11033-021-06136-z	Deciphering the molecular pathways of apoptosis using purified fractions from leaf extract of Basella alba through studying the regulation of apoptosis related genes.	FAS
33436023	10.1186/s13045-021-01033-1	Efficacy and safety of geptanolimab (GB226) for relapsed or refractory peripheral T cell lymphoma: an open-label phase 2 study (Gxplore-002).	FAS
33406104	10.1371/journal.pone.0241091	Cross-linking of T cell to B cell lymphoma by the T cell bispecific antibody CD20-TCB induces IFNγ/CXCL10-dependent peripheral T cell recruitment in humanized murine model.	FAS
33375216	10.4274/tjh.galenos.2020.2020.0618	Autoimmune Lymphoproliferative Syndrome in Children with Nonmalignant Organomegaly, Chronic Immune Cytopenia, and Newly Diagnosed Lymphoma	FAS
33356695	10.1080/10408363.2020.1855623	Immunologic evaluation and genetic defects of apoptosis in patients with autoimmune lymphoproliferative syndrome (ALPS).	FAS
33328962	10.3389/fnagi.2020.582455	LongShengZhi Capsule Attenuates Alzheimer-Like Pathology in APP/PS1 Double Transgenic Mice by Reducing Neuronal Oxidative Stress and Inflammation.	FAS
33297669	10.3324/haematol.2020.267294	Phenogenomic heterogeneity of post-transplant plasmablastic lymphomas.	FAS
33297339	10.3390/nu12123755	Gene Expression Alterations Associated with Oleuropein-Induced Antiproliferative Effects and S-Phase Cell Cycle Arrest in Triple-Negative Breast Cancer Cells.	FAS
33237303	10.1084/jem.20201173	Compromised counterselection by FAS creates an aggressive subtype of germinal center lymphoma.	FAS
33168041	10.1186/s13046-020-01747-z	MiR-7e-5p downregulation promotes transformation of low-grade follicular lymphoma to aggressive lymphoma by modulating an immunosuppressive stroma through the upregulation of FasL in M1 macrophages.	FAS
33162537	10.11406/rinketsu.61.1365	[Lymphoproliferative disorders and inborn errors of immunity].	FAS
33143024	10.3390/ani10111996	Ameliorative Effect of Graviola (<i>Annona muricata</i>) on Mono Sodium Glutamate-Induced Hepatic Injury in Rats: Antioxidant, Apoptotic, Anti-inflammatory, Lipogenesis Markers, and Histopathological Studies.	FAS
32928920	10.1158/0008-5472.CAN-19-3993	The Inhibitor of Apoptosis Protein Livin Confers Resistance to Fas-Mediated Immune Cytotoxicity in Refractory Lymphoma.	FAS
32827707	10.1016/j.jcmgh.2020.08.003	TNFSF15 Promotes Antimicrobial Pathways in Human Macrophages and These Are Modulated by TNFSF15 Disease-Risk Variants.	FAS
32784334	10.1097/CM9.0000000000000999	TOSO interacts with SYK and enhances BCR pathway activation in chronic lymphocytic leukemia.	FAS
32713953	10.24875/BMHIM.19000187	Yin-Yang-1 decreases Fas-induced apoptosis in acute lymphoblastic leukemia under hypoxic conditions: its implications in immune evasion.	FAS
32652549	10.1002/eji.202048584	Bcl-3 inhibits lupus-like phenotypes in BL6/lpr mice.	FAS
32619459	10.1016/j.exphem.2020.06.005	Characterization of resistance to a recombinant hexameric Fas-ligand (APO010) in human cancer cell lines.	FAS
32602049	10.1007/s43032-020-00238-y	Strength Training Modulates Prostate of Wistar Rats Submitted to High-Fat Diet.	FAS
32518946	10.1182/blood.2020005844	Germline TET2 loss of function causes childhood immunodeficiency and lymphoma.	FAS
32499235	10.1158/1078-0432.CCR-20-0514	Camrelizumab Plus Gemcitabine, Vinorelbine, and Pegylated Liposomal Doxorubicin in Relapsed/Refractory Primary Mediastinal B-Cell Lymphoma: A Single-Arm, Open-Label, Phase II Trial.	FAS
32478494	10.1631/jzus.B1900520	Effect of resveratrol treatment on apoptosis and apoptotic pathways during boar semen freezing.	FAS
32426239	10.1016/j.toxrep.2020.04.010	MicroRNAs and Xenobiotic Toxicity: An Overview.	FAS
32412348	10.1080/0284186X.2020.1759823	Negative illness perceptions are related to more fatigue among haematological cancer survivors: a PROFILES study.	FAS
32411316	10.1155/2020/1359164	Copper Induces Oxidative Stress and Apoptosis in the Mouse Liver.	FAS
32393046	10.1080/09603123.2020.1757043	The expression of microRNAs and exposure to environmental contaminants related to human health: a review.	FAS
32373555	10.3389/fcimb.2020.00162	A New Hope for CD56<sup>neg</sup>CD16<sup>pos</sup> NK Cells as Unconventional Cytotoxic Mediators: An Adaptation to Chronic Diseases.	FAS
32353704	10.1016/j.critrevonc.2020.102945	Lymphoma in the setting of autoimmune diseases: A review of association and mechanisms.	FAS
32346136	10.1038/s41418-020-0540-1	JNK1 and ERK1/2 modulate lymphocyte homeostasis via BIM and DRP1 upon AICD induction.	FAS
32322022	10.1038/s41379-020-0533-0	Morphologic and genetic heterogeneity in breast fibroepithelial lesions-a comprehensive mapping study.	FAS
32105427	10.29262/ram.v66i4.646	[Autoimmune lymphoproliferative syndrome. Update and review].	FAS
32075108	10.3390/ijms21041298	C5, A Cassaine Diterpenoid Amine, Induces Apoptosis via the Extrinsic Pathways in Human Lung Cancer Cells and Human Lymphoma Cells.	FAS
32058096	10.1016/j.fsi.2020.02.015	Cadmium exposure induces apoptosis, inflammation and immunosuppression through CYPs activation and antioxidant dysfunction in common carp neutrophils.	FAS
31956452	10.1155/2019/2543038	Fatal Hypogammaglobulinemia 3 Years after Rituximab in a Patient with Immune Thrombocytopenia: An Underlying Genetic Predisposition?	FAS
33751108	10.1182/blood.2020009088	miR-15a/16-1 deletion in activated B cells promotes plasma cell and mature B-cell neoplasms.	FAS
31918102	10.1016/j.chemosphere.2019.125794	Antagonistic effect of selenium on lead-induced neutrophil apoptosis in chickens via miR-16-5p targeting of PiK3R1 and IGF1R.	FAS
31908105	10.1111/cas.14296	Efficient recruitment of c-FLIP<sub>L</sub> to the death-inducing signaling complex leads to Fas resistance in natural killer-cell lymphoma.	FAS
31907700	10.1007/s10616-019-00354-x	Silencing of soluble epoxide hydrolase 2 gene reduces H<sub>2</sub>O<sub>2</sub>-induced oxidative damage in rat intestinal epithelial IEC-6 cells via activating PI3K/Akt/GSK3β signaling pathway.	FAS
31853278	10.3892/etm.2019.8176	Remote ischemic post-conditioning protects against myocardial ischemia/reperfusion injury by inhibiting the Rho-kinase signaling pathway.	FAS
31782491	10.1042/BSR20190597	Prostaglandin E1 protects cardiomyocytes against hypoxia-reperfusion induced injury via the miR-21-5p/FASLG axis.	FAS
31758388	10.1007/s12017-019-08578-y	Topiramate Reverses Physiological and Behavioral Alterations by Postoperative Cognitive Dysfunction in Rat Model Through Inhibiting TNF Signaling Pathway.	FAS
31701727	10.12047/j.cjap.5691.2019.080	[The effects of salidroside on the apoptosis pathway of myocardial cells in acute exhausted rats].	FAS
31689275	10.1097/RLU.0000000000002816	18F-FDG PET Imaging Features of Patients With Autoimmune Lymphoproliferative Syndrome.	FAS
31652745	10.3390/v11110974	Influence of Immunogenetic Biomarkers in the Clinical Outcome of HTLV-1 Infected Persons.	FAS
31590241	10.3390/cancers11101494	Isorhamnetin Induces Cell Cycle Arrest and Apoptosis Via Reactive Oxygen Species-Mediated AMP-Activated Protein Kinase Signaling Pathway Activation in Human Bladder Cancer Cells.	FAS
31586690	10.1016/j.jep.2019.112256	Ganoderma lucidum spore oil induces apoptosis of breast cancer cells in vitro and in vivo by activating caspase-3 and caspase-9.	FAS
31442446	10.1016/j.yexmp.2019.104299	Possible curative role of curcumin and silymarin against nephrotoxicity induced by gamma-rays in rats.	FAS
31433522	10.1002/jcb.27445	AT1R knockdown confers cardioprotection against sepsis-induced myocardial injury by inhibiting the MAPK signaling pathway in rats.	FAS
31411343	10.1002/path.5333	Genomic characterisation of breast fibroepithelial lesions in an international cohort.	FAS
31410196	10.7150/thno.34001	Regulating Bcl2L12 expression in mast cells inhibits food allergy.	FAS
31373906	10.1097/CM9.0000000000000362	Roles of extra-cellular signal-regulated protein kinase 5 signaling pathway in the development of spinal cord injury.	FAS
31357635	10.3390/biom9080310	Detoxification, Apoptosis, and Immune Transcriptomic Responses of the Gill Tissue of Bay Scallop Following Exposure to the Algicide Thiazolidinedione 49.	FAS
31301310	10.1016/j.ejphar.2019.172531	MicroRNA Let-7f-1-3p attenuates smoke-induced apoptosis in bronchial and alveolar epithelial cells in vitro by targeting FOXO1.	FAS
31262977	10.1042/BSR20182274	EPHA3 enhances macrophage autophagy and apoptosis by disrupting the mTOR signaling pathway in mice with endometriosis.	FAS
31262890	10.21873/anticanres.13512	Amentoflavone Induces Apoptosis and Reduces Expression of Anti-apoptotic and Metastasis-associated Proteins in Bladder Cancer.	FAS
31237178	10.1080/10428194.2019.1581936	High serum levels of CD178 (soluble FasL) predict for inferior progression free survival in chronic lymphocytic leukemia treated with fludarabine-based chemotherapy.	FAS
31173173	10.3892/ijmm.2019.4230	Hydroxysafflor Yellow A mitigated myocardial ischemia/reperfusion injury by inhibiting the activation of the JAK2/STAT1 pathway.	FAS
31139332	10.18632/oncotarget.26900	Blood transcriptional profiling reveals IL-1 and integrin signaling pathways associated with clinical response to extracorporeal photopheresis in patients with leukemic cutaneous T-cell lymphoma.	FAS
31109948	10.1128/IAI.00309-19	Aggregatibacter actinomycetemcomitans Leukotoxin (LtxA) Requires Death Receptor Fas, in Addition to LFA-1, To Trigger Cell Death in T Lymphocytes.	FAS
31090237	10.1111/1346-8138.14923	Long-term efficacy and safety of bexarotene for Japanese patients with cutaneous T-cell lymphoma: The results of a phase 2 study (B-1201).	FAS
30971474	10.1128/JVI.00352-19	Replication of Marek's Disease Virus Is Dependent on Synthesis of <i>De Novo</i> Fatty Acid and Prostaglandin E<sub>2</sub>.	FAS
30966844	10.1080/21505594.2019.1605803	The roles of apoptosis, autophagy and unfolded protein response in arbovirus, influenza virus, and HIV infections.	FAS
30958694	10.5858/arpa.2018-0190-RS	Autoimmune Lymphoproliferative Syndrome: An Overview.	FAS
30925928	10.1186/s12943-019-0977-3	MiR155 sensitized B-lymphoma cells to anti-PD-L1 antibody via PD-1/PD-L1-mediated lymphoma cell interaction with CD8+T cells.	FAS
30891776	10.1002/jcp.28446	Scutellarin exerts protective effects against atherosclerosis in rats by regulating the Hippo-FOXO3A and PI3K/AKT signaling pathways.	FAS
30861119	10.1111/joa.12970	Apoptosis and proliferation during human salivary gland development.	FAS
30805584	10.1093/carcin/bgz041	S194-P-FADD as a marker of aggressiveness and poor prognosis in human T-cell lymphoblastic lymphoma.	FAS
30697680	10.1007/s12011-018-1623-4	The Protective Role of Selenium Against AFB<sub>1</sub>-Induced Liver Apoptosis by Death Receptor Pathway in Broilers.	FAS
30694585	10.1002/JLB.3A0718-287RR	Interleukin-5 induces apoptotic defects in CD4<sup>+</sup> T cells of patients with allergic rhinitis.	FAS
30683910	10.1038/s41375-019-0380-5	Frequent structural variations involving programmed death ligands in Epstein-Barr virus-associated lymphomas.	FAS
30610804		Research on correlations of ERCC-1 with proliferation and apoptosis of ovarian cancer cells.	FAS
30590156	10.1016/j.fsi.2018.12.049	Impairing of gill health through decreasing immune function and structural integrity of grass carp (Ctenopharyngodon idella) fed graded levels dietary lipids after challenged with Flavobacterium columnare.	FAS
30571718	10.1371/journal.pone.0208633	Combined effects of 17β-estradiol and exercise training on cardiac apoptosis in ovariectomized rats.	FAS
30508623	10.1016/j.jep.2018.11.042	Ulmus macrocarpa Hance improves benign prostatic hyperplasia by regulating prostatic cell apoptosis.	FAS
30515277	10.4162/nrp.2018.12.6.494	Red pepper seed water extract inhibits preadipocyte differentiation and induces mature adipocyte apoptosis in 3T3-L1 cells.	FAS
30472609	10.1016/j.chemosphere.2018.11.128	Mechanisms underlying nickel nanoparticle induced reproductive toxicity and chemo-protective effects of vitamin C in male rats.	FAS
30467847	10.1002/jcp.27061	TNF-α-TNFR signal pathway inhibits autophagy and promotes apoptosis of alveolar macrophages in coal worker's pneumoconiosis.	FAS
30411191	10.1007/s40199-018-0219-z	Anticancer potential of Ferula hezarlalehzarica Y. Ajani fraction in Raji lymphoma cell line: induction of apoptosis, cell cycle arrest, and changes in mitochondrial membrane potential.	FAS
30386345	10.3389/fimmu.2018.02400	EBV Negative Lymphoma and Autoimmune Lymphoproliferative Syndrome Like Phenotype Extend the Clinical Spectrum of Primary Immunodeficiency Caused by STK4 Deficiency.	FAS
30272252	10.3892/ijmm.2018.3900	eRF3b-37 inhibits the TGF-β1-induced activation of hepatic stellate cells by regulating cell proliferation, G0/G1 arrest, apoptosis and migration.	FAS
30206207	10.1038/s41419-018-0964-4	Ceramide synthase-6 confers resistance to chemotherapy by binding to CD95/Fas in T-cell acute lymphoblastic leukemia.	FAS
30196309	10.12659/MSM.909726	Marsdenia Tenacissima Extract Inhibits Proliferation and Promotes Apoptosis in Human Ovarian Cancer Cells.	FAS
30167641	10.1001/jamadermatol.2018.2756	Analysis of the Effect of Gentian Violet on Apoptosis and Proliferation in Cutaneous T-Cell Lymphoma in an In Vitro Study.	FAS
30146791	10.1002/jcp.27123	Antrodia salmonea-induced oxidative stress abrogates HER-2 signaling cascade and enhanced apoptosis in ovarian carcinoma cells.	FAS
30097433	10.1158/1078-0432.CCR-18-0426	A Phase I/IIa Trial Using CD19-Targeted Third-Generation CAR T Cells for Lymphoma and Leukemia.	FAS
30092310	10.1016/j.ijbiomac.2018.08.017	Zinc-chitosan nanoparticles induced apoptosis in human acute T-lymphocyte leukemia through activation of tumor necrosis factor receptor CD95 and apoptosis-related genes.	FAS
32186077		Antioxidative and hepatoprotective activities of the ethyl acetate fraction separated from the fruit of Livistona chinensis.	FAS
30023826	10.1021/acsomega.7b01971	Chlorogenic Acid Improves Intestinal Development via Suppressing Mucosa Inflammation and Cell Apoptosis in Weaned Pigs.	FAS
29998174	10.1016/j.bonr.2018.06.003	Expression of pro-apoptotic markers is increased along the osteochondral junction in naturally occurring osteochondrosis.	FAS
29954133	10.3390/nu10070836	CFTR Deletion Confers Mitochondrial Dysfunction and Disrupts Lipid Homeostasis in Intestinal Epithelial Cells.	FAS
29928342	10.3892/ol.2018.8584	Quercetin induced apoptosis of human oral cancer SAS cells through mitochondria and endoplasmic reticulum mediated signaling pathways.	FAS
29914415	10.1186/s12885-018-4525-0	MAP3K7 is recurrently deleted in pediatric T-lymphoblastic leukemia and affects cell proliferation independently of NF-κB.	FAS
29906621	10.1016/j.fsi.2018.06.013	Deoxynivalenol decreased the growth performance and impaired intestinal physical barrier in juvenile grass carp (Ctenopharyngodon idella).	FAS
29891925	10.1038/s41598-018-27106-9	Cadmium-induced apoptosis in neuronal cells is mediated by Fas/FasL-mediated mitochondrial apoptotic signaling pathway.	FAS
29863267	10.26355/eurrev_201805_15082	Antagonism of cortistatin against cyclosporine-induced apoptosis in rat myocardial cells and its effect on myocardial apoptosis gene expression.	FAS
29772677	10.3390/ijms19051476	Lambertianic Acid Sensitizes Non-Small Cell Lung Cancers to TRAIL-Induced Apoptosis via Inhibition of XIAP/NF-κB and Activation of Caspases and Death Receptor 4.	FAS
29721391	10.1080/2162402X.2018.1426423	A genetic IFN/STAT1/FAS axis determines CD4 T stem cell memory levels and apoptosis in healthy controls and Adult T-cell Leukemia patients.	FAS
29680307	10.1016/j.arcmed.2018.04.006	Prognostic Value of CD95, Active Caspase-3, and Bcl-2 Expression in Adult Patients with De Novo Acute Lymphoblastic Leukemia.	FAS
29675945	10.1111/php.12925	Epigenetically Enhanced PDT Induces Significantly Higher Levels of Multiple Extrinsic Pathway Apoptotic Factors than Standard PDT, Resulting in Greater Extrinsic and Overall Apoptosis of Cutaneous T-cell Lymphoma.	FAS
29635023	10.1016/j.biocel.2018.03.020	Edaravone attenuates neuronal apoptosis in hypoxic-ischemic brain damage rat model via suppression of TRAIL signaling pathway.	FAS
29617412	10.1371/journal.pone.0195116	Tissue Inhibitor of Metalloproteinase-3 (TIMP-3) induces FAS dependent apoptosis in human vascular smooth muscle cells.	FAS
29538305	10.3390/ijms19030848	Epidermal Growth Factor, through Alleviating Oxidative Stress, Protect IPEC-J2 Cells from Lipopolysaccharides-Induced Apoptosis.	FAS
29516694	10.13702/j.1000-0607.170526	[Effects of Moxibustion on Ventricular Mass Index and Expression of Apoptosis Related Proteins in Myocardium of Rats with Chronic Heart Failure].	FAS
29512699	10.3892/mmr.2018.8658	High expression of active ATF6 aggravates endoplasmic reticulum stress‑induced vascular endothelial cell apoptosis through the mitochondrial apoptotic pathway.	FAS
29504848	10.1080/08916934.2018.1446525	Signalling pathways identified in salivary glands from primary Sjögren's syndrome patients reveal enhanced adipose tissue development.	FAS
29490300	10.1159/000487673	Palmitic Acid-Induced Podocyte Apoptosis via the Reactive Oxygen Species-Dependent Mitochondrial Pathway.	FAS
29481902	10.1016/j.jid.2018.02.015	Panel Sequencing Shows Recurrent Genetic FAS Alterations in Primary Cutaneous Marginal Zone Lymphoma.	FAS
29436625	10.3892/mmr.2018.8552	Allicin induces apoptosis through activation of both intrinsic and extrinsic pathways in glioma cells.	FAS
29375700	10.3892/etm.2017.5403	Expression of miR-625 and Fas in cervical vertebral cartilage endplate.	FAS
29367005	10.1016/j.fsi.2018.01.027	The impaired immune function and structural integrity by dietary iron deficiency or excess in gill of fish after infection with Flavobacterium columnare: Regulation of NF-κB, TOR, JNK, p38MAPK, Nrf2 and MLCK signalling.	FAS
29339045	10.1016/j.fsi.2018.01.015	Deficiency of dietary pyridoxine disturbed the intestinal physical barrier function of young grass carp (Ctenopharyngodon idella).	FAS
29298131	10.1080/13510002.2017.1416773	A systematic review of p53 regulation of oxidative stress in skeletal muscle.	FAS
29285062	10.3892/etm.2017.5241	Effects of apigenin on the expression levels of B-cell lymphoma-2, Fas and Fas ligand in renal ischemia-reperfusion injury in rats.	FAS
29217160	10.1016/j.biopha.2017.11.122	Interaction between Gallic acid and Asparaginase to potentiate anti-proliferative effect on lymphoblastic leukemia cell line.	FAS
29142404	10.4103/pm.pm_13_17	Chalepin: A Compound from <i>Ruta angustifolia</i> L. Pers Exhibits Cell Cycle Arrest at S phase, Suppresses Nuclear Factor-Kappa B (NF-κB) Pathway, Signal Transducer and Activation of Transcription 3 (STAT3) Phosphorylation and Extrinsic Apoptotic Pathway in Non-small Cell Lung Cancer Carcinoma (A549).	FAS
29115483	10.3892/mmr.2017.7979	Hepatocellular toxicity of oxalicumone A via oxidative stress injury and mitochondrial dysfunction in healthy human liver cells.	FAS
29104666	10.3892/etm.2017.5105	<i>Lactobacillus</i> raises <i>in vitro</i> anticancer effect of geniposide in HSC-3 human oral squamous cell carcinoma cells.	FAS
29027106	10.1007/s12011-017-1176-y	Fas- and Mitochondria-Mediated Signaling Pathway Involved in Osteoblast Apoptosis Induced by AlCl<sub>3</sub>.	FAS
28982542	10.1016/j.ejphar.2017.09.051	A molecular mechanism on the antiapoptotic effects of zingerone in isoproterenol induced myocardial infarcted rats.	FAS
28978471	10.1016/j.celrep.2017.09.015	Tonic 4-1BB Costimulation in Chimeric Antigen Receptors Impedes T Cell Survival and Is Vector-Dependent.	FAS
28962106	10.3892/etm.2017.4769	Effects of celecoxib on cell apoptosis and Fas, FasL and Bcl-2 expression in a BGC-823 human gastric cancer cell line.	FAS
28950661	10.1016/j.biopha.2017.08.021	Linarin sensitizes tumor necrosis factor-related apoptosis (TRAIL)-induced ligand-triggered apoptosis in human glioma cells and in xenograft nude mice.	FAS
28933221	10.1177/0963689717715168	Neural Stem Cell Transplantation Is Associated with Inhibition of Apoptosis, Bcl-xL Upregulation, and Recovery of Neurological Function in a Rat Model of Traumatic Brain Injury.	FAS
28849044	10.3892/mmr.2017.7259	Emodin alleviates severe acute pancreatitis-associated acute lung injury by decreasing pre-B-cell colony-enhancing factor expression and promoting polymorphonuclear neutrophil apoptosis.	FAS
28814155	10.1080/00480169.2017.1367731	Frequency of a FAS ligand gene variant associated with inherited feline autoimmune lymphoproliferative syndrome in British shorthair cats in New Zealand.	FAS
28798154	10.1096/fj.201700033R	A novel synthetic analogue of ω-3 17,18-epoxyeicosatetraenoic acid activates TNF receptor-1/ASK1/JNK signaling to promote apoptosis in human breast cancer cells.	FAS
28698127	10.1016/j.fsi.2017.07.019	Dietary protein levels regulated antibacterial activity, inflammatory response and structural integrity in the head kidney, spleen and skin of grass carp (Ctenopharyngodon idella) after challenged with Aeromonas hydrophila.	FAS
28627735	10.1111/cas.13303	Genetic alterations in adult T-cell leukemia/lymphoma.	FAS
