pmid	doi	title	Hugo_Symbol
30190015	10.1016/j.hoc.2018.05.007	Working Toward a Genomic Prognostic Classification of Waldenström Macroglobulinemia: C-X-C Chemokine Receptor Type 4 Mutation and Beyond.	ARID1A
30134235	10.1159/000492835	Frequent Mutations in Natural Killer/T Cell Lymphoma.	ARID1A
29989027	10.18632/oncotarget.25601	New generation sequencing of targeted genes in the classical and the variant form of hairy cell leukemia highlights mutations in epigenetic regulation genes.	ARID1A
29669287	10.1016/j.celrep.2018.03.078	ZRANB1 Is an EZH2 Deubiquitinase and a Potential Therapeutic Target in Breast Cancer.	ARID1A
29486633	10.1177/1533034618754475	Loss of ARID1A Expression Correlates With Tumor Differentiation and Tumor Progression Stage in Pancreatic Ductal Adenocarcinoma.	ARID1A
29307627	10.1016/j.humpath.2017.12.025	Dedifferentiated liposarcoma composed predominantly of rhabdoid/epithelioid cells: a frequently misdiagnosed highly aggressive variant.	ARID1A
29222279	10.1182/asheducation-2017.1.358	Follicular lymphoma: are we ready for a risk-adapted approach?	ARID1A
29025291	10.1556/650.2017.30868	[Waldenström's macroglobulinemia and its individualized therapy options].	ARID1A
28401006		Genomic and proteomic characterization of ARID1A chromatin remodeller in ampullary tumors.	ARID1A
27872090	10.1158/0008-5472.CAN-16-1303	Mutational Landscape of Pediatric Acute Lymphoblastic Leukemia.	ARID1A
27729836	10.5808/GI.2016.14.3.78	Mutational Analysis of Extranodal NK/T-Cell Lymphoma Using Targeted Sequencing with a Comprehensive Cancer Panel.	ARID1A
27590521	10.18632/oncotarget.11773	Deep targeted sequencing in pediatric acute lymphoblastic leukemia unveils distinct mutational patterns between genetic subtypes and novel relapse-associated genes.	ARID1A
27102345	10.1038/modpathol.2016.79	Comprehensive genomic profiling of orbital and ocular adnexal lymphomas identifies frequent alterations in MYD88 and chromatin modifiers: new routes to targeted therapies.	ARID1A
26839360	10.1136/thoraxjnl-2015-207950	A patient with complex multiple genomic ALK alterations.	ARID1A
26551670	10.1038/ng.3444	Genomic profiling of Sézary syndrome identifies alterations of key T cell signaling and differentiation genes.	ARID1A
26473533	10.1038/bcj.2015.89	Mutation of chromatin modifiers; an emerging hallmark of germinal center B-cell lymphomas.	ARID1A
26468873	10.1371/journal.ppat.1005158	Distinct Viral and Mutational Spectrum of Endemic Burkitt Lymphoma.	ARID1A
26415585	10.1038/ncomms9470	Genomic analyses reveal recurrent mutations in epigenetic modifiers and the JAK-STAT pathway in Sézary syndrome.	ARID1A
26256760	10.1016/S1470-2045(15)00169-2	Integration of gene mutations in risk prognostication for patients receiving first-line immunochemotherapy for follicular lymphoma: a retrospective analysis of a prospective clinical trial and validation in a population-based registry.	ARID1A
26192917	10.1038/ng.3358	Exome sequencing identifies somatic mutations of DDX3X in natural killer/T-cell lymphoma.	ARID1A
25918285	10.1200/JCO.2014.59.2444	Genomic Characterization of Non-Small-Cell Lung Cancer in African Americans by Targeted Massively Parallel Sequencing.	ARID1A
25779943	10.1158/1078-0432.CCR-14-2759	Genetics and Prognostication in Splenic Marginal Zone Lymphoma: Revelations from Deep Sequencing.	ARID1A
25444907	10.1016/j.canlet.2014.11.024	Gene mutations in primary tumors and corresponding patient-derived xenografts derived from non-small cell lung cancer.	ARID1A
24435047	10.1182/blood-2013-05-500264	Mutations in linker histone genes HIST1H1 B, C, D, and E; OCT2 (POU2F2); IRF8; and ARID1A underlying the pathogenesis of follicular lymphoma.	ARID1A
24366360	10.1182/blood-2013-09-525808	The genomic landscape of Waldenstrom macroglobulinemia is characterized by highly recurring MYD88 and WHIM-like CXCR4 mutations, and small somatic deletions associated with B-cell lymphomagenesis.	ARID1A
23292937	10.1073/pnas.1205299110	Genetic heterogeneity of diffuse large B-cell lymphoma.	ARID1A
23143597	10.1038/ng.2468	The genetic landscape of mutations in Burkitt lymphoma.	ARID1A
23091298	10.1182/blood-2012-06-437624	Targeted genomic sequencing of pediatric Burkitt lymphoma identifies recurrent alterations in antiapoptotic and chromatin-remodeling genes.	ARID1A
22931316	10.1056/NEJMoa1200710	MYD88 L265P somatic mutation in Waldenström's macroglobulinemia.	ARID1A
22915242	10.1007/s00428-012-1303-2	ARID1A expression loss in gastric cancer: pathway-dependent roles with and without Epstein-Barr virus infection and microsatellite instability.	ARID1A
22585168	10.1158/2159-8290.CD-11-0208	Molecular ontogeny of donor-derived follicular lymphomas occurring after hematopoietic cell transplantation.	ARID1A
21590771	10.1002/path.2911	Loss of BAF250a (ARID1A) is frequent in high-grade endometrial carcinomas.	ARID1A
19066270	10.1093/jnci/djn416	The SWI/SNF chromatin-remodeling complex and glucocorticoid resistance in acute lymphoblastic leukemia.	ARID1A
29486633	10.1177/1533034618754475	Loss of ARID1A Expression Correlates With Tumor Differentiation and Tumor Progression Stage in Pancreatic Ductal Adenocarcinoma.	ARID1A
22915242	10.1007/s00428-012-1303-2	ARID1A expression loss in gastric cancer: pathway-dependent roles with and without Epstein-Barr virus infection and microsatellite instability.	ARID1A
24435047	10.1182/blood-2013-05-500264	Mutations in linker histone genes HIST1H1 B, C, D, and E; OCT2 (POU2F2); IRF8; and ARID1A underlying the pathogenesis of follicular lymphoma.	ARID1A
26446488	10.1038/ncomms9325	LRF maintains genome integrity by regulating the non-homologous end joining pathway of DNA repair.	ARID1A
